Hito [UY361415646],Fecha y Hora,Ubicación,Nota
Nacimiento,2020-04-26 08:10,Potrero / corral de maternidad,Registro del nacimiento.
Separacion de la madre,2020-04-27 08:36,Corral de terneros / guachera,Separacion para manejo individual.
Primer calostro,2020-04-27 15:45,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2020-04-27 16:14,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2020-04-30 13:43,Oficina / app,Registro del nacimiento.
Control de ombligo y signos vitales,2020-04-30 18:21,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2020-05-08 13:13,Manga / campo,Plan sanitario local.
Revision general de salud,2020-05-12 08:41,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2020-06-01 06:15,Oficina / app,Cierre de registro.
Guachera (cria artificial),2020-06-04 08:08,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2020-06-25 06:56,Potrero 4 (7654321-12005),Vacunacion clostridial
Destete,2020-06-26 15:09,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2020-07-25 06:57,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2020-07-25 18:34,Potrero 4 (7654321-12005),Vacunacion clostridial
Recria,2020-08-22 08:16,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2020-10-25 14:25,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2021-01-21 18:43,Potrero 4 (7654321-12005),Antiparasitario programado.
Primer Celo,2021-02-08 06:56,Potrero 4 (7654321-12005),Primer celo detectado.
Segundo Celo,2021-03-05 17:46,Potrero 4 (7654321-12005),Segundo celo detectado.
Servicio (IA o natural),2021-03-31 10:05,Potrero 4 (7654321-12005),Servicio exitoso.
Tercer Celo,2021-03-31 16:52,Potrero 4 (7654321-12005),Tercer celo detectado.
Prenez confirmada,2021-05-30 09:28,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2021-07-20 16:27,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2021-07-25 14:48,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Primer servicio (hembras),2021-10-04 15:40,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2022-01-08 15:30,Potrero de maternidad,Supervision del parto.
Inicio ordene,2022-01-09 13:10,Potrero 4 (7654321-12005),Ingreso a rutina.
Lactancia,2022-01-10 09:53,Potrero 4 (7654321-12005),Inicio de lactancia.
Desparasitacion,2022-01-16 14:26,Potrero 4 (7654321-12005),Antiparasitario programado.
Servicio (IA o natural),2022-03-01 08:50,Potrero 4 (7654321-12005),Servicio exitoso.
Primer Celo posparto,2022-03-01 12:38,Potrero 4 (7654321-12005),Retorno al celo.
Prenez confirmada,2022-04-30 15:52,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2022-07-15 11:55,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2022-07-25 07:05,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Paricion,2022-12-09 18:11,Potrero de maternidad,Supervision del parto.
Inicio ordene,2022-12-10 15:42,Potrero 4 (7654321-12005),Ingreso a rutina.
Lactancia,2022-12-11 14:16,Potrero 4 (7654321-12005),Inicio de lactancia.
Desparasitacion,2023-01-11 06:44,Potrero 4 (7654321-12005),Antiparasitario programado.
Primer Celo posparto,2023-02-06 08:46,Potrero 4 (7654321-12005),Retorno al celo.
Servicio (IA o natural),2023-02-06 16:21,Potrero 4 (7654321-12005),Servicio exitoso.
Prenez confirmada,2023-04-07 13:38,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2023-07-10 14:27,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2023-07-25 13:42,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Paricion,2023-11-16 15:04,Potrero de maternidad,Supervision del parto.
Inicio ordene,2023-11-17 09:24,Potrero 4 (7654321-12005),Ingreso a rutina.
Lactancia,2023-11-18 12:08,Potrero 4 (7654321-12005),Inicio de lactancia.
Desparasitacion,2024-01-06 09:51,Potrero 4 (7654321-12005),Antiparasitario programado.
Primer Celo posparto,2024-01-16 07:01,Potrero 4 (7654321-12005),Retorno al celo.
Servicio (IA o natural),2024-01-16 09:33,Potrero 4 (7654321-12005),Servicio exitoso.
Prenez confirmada,2024-03-16 14:43,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2024-07-04 13:50,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2024-07-24 08:57,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Paricion,2024-10-25 12:52,Potrero de maternidad,Supervision del parto.
Inicio ordene,2024-10-26 08:38,Potrero 4 (7654321-12005),Ingreso a rutina.
Lactancia,2024-10-27 07:11,Potrero 4 (7654321-12005),Inicio de lactancia.
Servicio (IA o natural),2024-12-13 13:57,Potrero 4 (7654321-12005),Servicio exitoso.
Desparasitacion,2024-12-31 18:24,Potrero 4 (7654321-12005),Antiparasitario programado.
Prenez confirmada,2025-02-11 15:38,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2025-06-29 11:37,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2025-07-24 15:34,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
