Hito [UY110053353],Fecha y Hora,Ubicación,Nota
Nacimiento,2022-08-04 08:19,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2022-08-04 08:20,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2022-08-05 15:37,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2022-08-06 11:33,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2022-08-07 07:16,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2022-08-10 16:35,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2022-08-13 08:40,Manga / campo,Plan sanitario local.
Guachera (cria artificial),2022-08-15 08:42,Guachera,Cria artificial y control sanitario.
Revision general de salud,2022-08-15 15:34,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2022-09-04 14:41,Oficina / app,Cierre de registro.
Vacunacion clostridial,2022-10-03 13:04,Potrero 2 (7654321-12003),Vacunacion clostridial
Destete,2022-10-13 15:02,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2022-11-02 11:38,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2022-11-02 17:03,Potrero 2 (7654321-12003),Vacunacion clostridial
Recria,2022-11-16 07:02,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2023-03-17 16:13,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2023-05-01 08:20,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer Celo,2023-05-05 16:01,Potrero 2 (7654321-12003),Primer celo detectado.
Segundo Celo,2023-06-02 13:56,Potrero 2 (7654321-12003),Segundo celo detectado.
Servicio (IA o natural),2023-06-16 10:41,Potrero 2 (7654321-12003),Servicio exitoso.
Tercer Celo,2023-06-16 16:34,Potrero 2 (7654321-12003),Tercer celo detectado.
Prenez confirmada,2023-08-15 10:30,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2023-10-28 17:20,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2023-11-02 08:28,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Primer servicio (hembras),2024-01-09 12:39,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2024-03-25 09:51,Potrero de maternidad,Supervision del parto.
Inicio ordene,2024-03-26 18:43,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2024-03-27 12:19,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2024-04-25 17:55,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2024-10-22 11:25,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2024-11-01 12:30,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2025-04-20 08:48,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2025-10-17 11:32,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2025-11-01 13:13,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
