Hito [UY795285932],Fecha y Hora,Ubicación,Nota
Nacimiento,2021-12-03 07:27,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2021-12-03 10:46,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2021-12-05 15:43,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2021-12-06 06:25,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2021-12-06 15:35,Oficina / app,Registro del nacimiento.
Colocacion de caravana oficial,2021-12-06 18:25,Manga / campo,Identificacion oficial.
Vacunas iniciales,2021-12-11 11:35,Manga / campo,Plan sanitario local.
Revision general de salud,2021-12-14 07:24,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2022-01-10 13:48,Oficina / app,Cierre de registro.
Guachera (cria artificial),2022-01-13 07:08,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2022-02-01 13:45,Potrero 2 (7654321-12003),Vacunacion clostridial
Destete,2022-02-04 12:23,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2022-03-03 07:26,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2022-03-03 15:19,Potrero 2 (7654321-12003),Vacunacion clostridial
Seleccion,2022-05-15 09:38,Manga / campo,Seleccion de reposicion o descarte.
Recria,2022-08-23 14:23,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2022-08-30 15:19,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer Celo,2022-09-20 06:02,Potrero 2 (7654321-12003),Primer celo detectado.
Segundo Celo,2022-10-12 06:08,Potrero 2 (7654321-12003),Segundo celo detectado.
Tercer Celo,2022-11-05 17:21,Potrero 2 (7654321-12003),Tercer celo detectado.
Servicio (IA o natural),2022-11-05 18:30,Potrero 2 (7654321-12003),Servicio exitoso.
Prenez confirmada,2023-01-04 14:29,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2023-02-26 18:57,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2023-03-03 13:52,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Primer servicio (hembras),2023-05-02 12:32,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2023-08-15 08:38,Potrero de maternidad,Supervision del parto.
Inicio ordene,2023-08-16 14:08,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2023-08-17 11:59,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2023-08-25 17:55,Potrero 2 (7654321-12003),Antiparasitario programado.
Servicio (IA o natural),2023-10-08 08:25,Potrero 2 (7654321-12003),Servicio exitoso.
Primer Celo posparto,2023-10-08 15:20,Potrero 2 (7654321-12003),Retorno al celo.
Prenez confirmada,2023-12-07 15:47,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2024-02-21 17:40,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2024-03-02 06:23,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2024-07-17 10:37,Potrero de maternidad,Supervision del parto.
Inicio ordene,2024-07-18 11:32,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2024-07-19 14:34,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2024-08-19 06:38,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2025-02-15 13:16,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2025-03-02 11:43,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2025-08-14 16:50,Potrero 2 (7654321-12003),Antiparasitario programado.
