Hito [UY830075810],Fecha y Hora,Ubicación,Nota
Nacimiento,2025-07-16 16:44,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2025-07-17 07:34,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2025-07-17 18:57,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2025-07-18 06:08,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2025-07-21 11:52,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2025-07-23 11:49,Oficina / app,Registro del nacimiento.
Revision general de salud,2025-07-25 07:13,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2025-07-28 12:21,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2025-08-17 14:14,Oficina / app,Cierre de registro.
Guachera (cria artificial),2025-08-22 15:44,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2025-09-14 11:19,Potrero 4 (7654321-12005),Vacunacion clostridial
Destete,2025-09-17 12:29,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2025-10-14 08:52,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2025-10-14 17:23,Potrero 4 (7654321-12005),Vacunacion clostridial
Recria,2025-10-23 07:52,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2025-10-30 06:30,Manga / campo,Seleccion de reposicion o descarte.
