Hito [UY026855092],Fecha y Hora,Ubicación,Nota
Nacimiento,2022-06-09 18:16,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2022-06-10 11:07,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2022-06-10 12:01,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2022-06-10 13:47,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2022-06-13 08:08,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2022-06-17 14:35,Manga / campo,Plan sanitario local.
Ingreso al sistema (SNIG),2022-06-18 14:45,Oficina / app,Registro del nacimiento.
Revision general de salud,2022-06-29 16:51,Campo / instalaciones,Chequeo clinico.
Guachera (cria artificial),2022-07-10 07:55,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2022-07-14 07:25,Oficina / app,Cierre de registro.
Vacunacion clostridial,2022-08-08 12:01,Potrero 2 (7654321-12003),Vacunacion clostridial
Destete,2022-08-18 15:27,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2022-09-07 11:05,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2022-09-07 11:10,Potrero 2 (7654321-12003),Vacunacion clostridial
Desparasitacion,2023-03-06 12:54,Potrero 2 (7654321-12003),Antiparasitario programado.
Recria,2023-04-02 17:40,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2023-04-08 10:07,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2023-09-02 07:15,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2023-09-07 18:39,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2024-02-29 12:37,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2024-08-27 12:33,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2024-09-06 13:53,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2025-02-23 07:25,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2025-08-22 10:47,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2025-09-06 17:58,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
