Hito [UY236696312],Fecha y Hora,Ubicación,Nota
Nacimiento,2023-01-07 08:17,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2023-01-08 13:56,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2023-01-08 16:51,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2023-01-09 06:39,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2023-01-12 15:15,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2023-01-14 13:26,Oficina / app,Registro del nacimiento.
Revision general de salud,2023-01-15 10:24,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2023-01-20 13:03,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2023-02-08 12:12,Oficina / app,Cierre de registro.
Guachera (cria artificial),2023-02-12 18:01,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2023-03-08 16:15,Potrero 2 (7654321-12003),Vacunacion clostridial
Destete,2023-03-20 18:45,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2023-04-07 10:34,Potrero 2 (7654321-12003),Vacunacion clostridial
Desparasitacion,2023-04-07 18:14,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2023-10-04 15:54,Potrero 2 (7654321-12003),Antiparasitario programado.
Recria,2023-10-07 13:34,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Primer Celo,2023-11-17 12:17,Potrero 2 (7654321-12003),Primer celo detectado.
Segundo Celo,2023-12-10 08:01,Potrero 2 (7654321-12003),Segundo celo detectado.
Seleccion,2023-12-11 11:58,Manga / campo,Seleccion de reposicion o descarte.
Servicio (IA o natural),2024-01-01 09:01,Potrero 2 (7654321-12003),Servicio exitoso.
Tercer Celo,2024-01-01 11:38,Potrero 2 (7654321-12003),Tercer celo detectado.
Prenez confirmada,2024-03-01 18:49,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2024-04-01 18:24,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2024-04-06 18:58,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Primer servicio (hembras),2024-06-12 14:20,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2024-09-28 11:59,Potrero 2 (7654321-12003),Antiparasitario programado.
Paricion,2024-10-10 10:03,Potrero de maternidad,Supervision del parto.
Inicio ordene,2024-10-11 18:30,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2024-10-12 14:22,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2025-03-27 08:11,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2025-04-06 17:03,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2025-09-23 09:37,Potrero 2 (7654321-12003),Antiparasitario programado.
Diagnostico de enfermedad,2025-12-05 09:10,Manga Potrero 2,Mastitis clinica
Tratamiento en curso,2025-12-06 07:15,Manga Potrero 2,Confinamiento en manga.
