Hito [UY408157429],Fecha y Hora,Ubicación,Nota
Nacimiento,2022-06-28 06:12,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2022-06-28 10:08,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2022-06-29 10:50,Manga / campo,Identificacion oficial.
Separacion de la madre,2022-06-30 07:57,Corral de terneros / guachera,Separacion para manejo individual.
Ingreso al sistema (SNIG),2022-07-03 16:54,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2022-07-03 17:31,Manga / campo,Plan sanitario local.
Control de ombligo y signos vitales,2022-07-05 10:42,Instalaciones sanitarias,Revision sanitaria inicial.
Revision general de salud,2022-07-17 06:03,Campo / instalaciones,Chequeo clinico.
Guachera (cria artificial),2022-07-26 11:42,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2022-07-29 11:38,Oficina / app,Cierre de registro.
Vacunacion clostridial,2022-08-27 13:34,Potrero 1 (7654321-12002),Vacunacion clostridial
Destete,2022-08-29 12:53,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2022-09-26 09:17,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2022-09-26 11:44,Potrero 1 (7654321-12002),Vacunacion clostridial
Recria,2022-12-06 09:07,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2023-03-25 18:59,Potrero 1 (7654321-12002),Antiparasitario programado.
Primer Celo,2023-03-30 14:16,Potrero 1 (7654321-12002),Primer celo detectado.
Segundo Celo,2023-04-30 13:56,Potrero 1 (7654321-12002),Segundo celo detectado.
Tercer Celo,2023-05-17 07:15,Potrero 1 (7654321-12002),Tercer celo detectado.
Servicio (IA o natural),2023-05-17 15:07,Potrero 1 (7654321-12002),Servicio exitoso.
Seleccion,2023-06-09 07:33,Manga / campo,Seleccion de reposicion o descarte.
Prenez confirmada,2023-07-16 18:51,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2023-09-21 08:23,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2023-09-26 07:20,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Primer servicio (hembras),2023-12-15 15:49,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2024-02-24 11:21,Potrero de maternidad,Supervision del parto.
Inicio ordene,2024-02-25 15:47,Potrero 1 (7654321-12002),Ingreso a rutina.
Lactancia,2024-02-26 12:51,Potrero 1 (7654321-12002),Inicio de lactancia.
Desparasitacion,2024-03-19 13:45,Potrero 1 (7654321-12002),Antiparasitario programado.
Servicio (IA o natural),2024-04-09 09:59,Potrero 1 (7654321-12002),Servicio exitoso.
Primer Celo posparto,2024-04-09 17:47,Potrero 1 (7654321-12002),Retorno al celo.
Prenez confirmada,2024-06-08 12:13,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2024-09-15 11:52,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2024-09-25 14:27,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Paricion,2025-01-17 08:06,Potrero de maternidad,Supervision del parto.
Inicio ordene,2025-01-18 08:13,Potrero 1 (7654321-12002),Ingreso a rutina.
Lactancia,2025-01-19 10:28,Potrero 1 (7654321-12002),Inicio de lactancia.
Desparasitacion,2025-03-14 10:01,Potrero 1 (7654321-12002),Antiparasitario programado.
Servicio (IA o natural),2025-03-27 12:16,Potrero 1 (7654321-12002),Servicio exitoso.
Prenez confirmada,2025-05-26 15:03,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2025-09-10 16:57,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2025-09-25 13:43,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
