Hito [UY298362082],Fecha y Hora,Ubicación,Nota
Nacimiento,2018-02-05 08:26,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2018-02-06 07:22,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2018-02-07 09:42,Manga / campo,Identificacion oficial.
Separacion de la madre,2018-02-07 13:15,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2018-02-08 11:23,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2018-02-12 09:48,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2018-02-19 14:30,Manga / campo,Plan sanitario local.
Revision general de salud,2018-02-20 18:41,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2018-03-07 07:42,Oficina / app,Cierre de registro.
Guachera (cria artificial),2018-04-05 16:39,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2018-04-06 11:32,Potrero 1 (7654321-12002),Vacunacion clostridial
Destete,2018-04-13 06:43,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2018-05-06 07:06,Potrero 1 (7654321-12002),Vacunacion clostridial
Desparasitacion,2018-05-06 07:13,Potrero 1 (7654321-12002),Antiparasitario programado.
Seleccion,2018-07-03 12:16,Manga / campo,Seleccion de reposicion o descarte.
Recria,2018-10-17 12:58,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2018-11-02 14:53,Potrero 1 (7654321-12002),Antiparasitario programado.
Primer Celo,2018-12-05 06:58,Potrero 1 (7654321-12002),Primer celo detectado.
Segundo Celo,2018-12-25 14:52,Potrero 1 (7654321-12002),Segundo celo detectado.
Servicio (IA o natural),2019-01-13 14:51,Potrero 1 (7654321-12002),Servicio exitoso.
Tercer Celo,2019-01-13 18:23,Potrero 1 (7654321-12002),Tercer celo detectado.
Prenez confirmada,2019-03-14 14:28,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2019-05-01 17:56,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2019-05-06 08:49,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Primer servicio (hembras),2019-07-09 17:18,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2019-10-23 13:02,Potrero de maternidad,Supervision del parto.
Inicio ordene,2019-10-24 10:57,Potrero 1 (7654321-12002),Ingreso a rutina.
Lactancia,2019-10-25 16:12,Potrero 1 (7654321-12002),Inicio de lactancia.
Desparasitacion,2019-10-28 17:49,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2020-04-25 12:41,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2020-05-05 14:34,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2020-10-22 07:47,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2021-04-20 16:09,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2021-05-05 06:40,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2021-10-17 06:29,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2022-04-15 17:21,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2022-05-05 07:13,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2022-10-12 06:05,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2023-04-10 07:03,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2023-05-05 16:40,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2023-10-07 08:50,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2024-04-04 10:35,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2024-05-04 18:13,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2024-10-01 07:36,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2025-03-30 09:58,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2025-05-04 16:27,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2025-09-26 10:26,Potrero 1 (7654321-12002),Antiparasitario programado.
