Hito [UY206468299],Fecha y Hora,Ubicación,Nota
Primer calostro,2022-11-21 12:23,Corral o potrero,Asegurar calostrado.
Nacimiento,2022-11-21 15:29,Potrero / corral de maternidad,Registro del nacimiento.
Separacion de la madre,2022-11-23 13:26,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2022-11-23 13:46,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2022-11-23 16:22,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2022-11-28 06:44,Manga / campo,Plan sanitario local.
Ingreso al sistema (SNIG),2022-11-28 09:21,Oficina / app,Registro del nacimiento.
Guachera (cria artificial),2022-12-03 18:21,Guachera,Cria artificial y control sanitario.
Revision general de salud,2022-12-07 06:17,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2022-12-23 07:54,Oficina / app,Cierre de registro.
Vacunacion clostridial,2023-01-20 18:32,Potrero 2 (7654321-12003),Vacunacion clostridial
Destete,2023-01-27 10:38,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2023-02-19 06:27,Potrero 2 (7654321-12003),Vacunacion clostridial
Desparasitacion,2023-02-19 18:44,Potrero 2 (7654321-12003),Antiparasitario programado.
Recria,2023-05-10 18:50,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2023-05-17 15:35,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2023-08-18 07:28,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer Celo,2023-09-29 14:31,Potrero 2 (7654321-12003),Primer celo detectado.
Segundo Celo,2023-10-18 09:37,Potrero 2 (7654321-12003),Segundo celo detectado.
Servicio (IA o natural),2023-11-16 13:17,Potrero 2 (7654321-12003),Servicio exitoso.
Tercer Celo,2023-11-16 13:53,Potrero 2 (7654321-12003),Tercer celo detectado.
Prenez confirmada,2024-01-15 06:46,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2024-02-14 13:15,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2024-02-19 14:25,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Primer servicio (hembras),2024-03-14 07:26,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2024-08-12 07:35,Potrero 2 (7654321-12003),Antiparasitario programado.
Paricion,2024-08-25 12:47,Potrero de maternidad,Supervision del parto.
Inicio ordene,2024-08-26 09:15,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2024-08-27 11:27,Potrero 2 (7654321-12003),Inicio de lactancia.
Servicio (IA o natural),2024-10-20 15:09,Potrero 2 (7654321-12003),Servicio exitoso.
Primer Celo posparto,2024-10-20 15:14,Potrero 2 (7654321-12003),Retorno al celo.
Prenez confirmada,2024-12-19 15:57,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2025-02-08 18:00,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2025-02-18 13:51,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2025-07-30 06:26,Potrero de maternidad,Supervision del parto.
Inicio ordene,2025-07-31 06:02,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2025-08-01 13:46,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2025-08-07 17:46,Potrero 2 (7654321-12003),Antiparasitario programado.
