Hito [UY493303705],Fecha y Hora,Ubicación,Nota
Primer calostro,2022-04-01 06:15,Corral o potrero,Asegurar calostrado.
Nacimiento,2022-04-01 13:35,Potrero / corral de maternidad,Registro del nacimiento.
Separacion de la madre,2022-04-02 16:16,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2022-04-05 12:47,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2022-04-06 06:22,Oficina / app,Registro del nacimiento.
Colocacion de caravana oficial,2022-04-06 10:21,Manga / campo,Identificacion oficial.
Vacunas iniciales,2022-04-16 11:22,Manga / campo,Plan sanitario local.
Revision general de salud,2022-04-18 10:15,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2022-05-09 10:51,Oficina / app,Cierre de registro.
Guachera (cria artificial),2022-05-29 12:56,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2022-05-31 10:58,Potrero 2 (7654321-12003),Vacunacion clostridial
Destete,2022-05-31 14:17,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2022-06-30 15:21,Potrero 2 (7654321-12003),Vacunacion clostridial
Desparasitacion,2022-06-30 15:34,Potrero 2 (7654321-12003),Antiparasitario programado.
Recria,2022-10-23 08:21,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2022-12-27 16:51,Potrero 2 (7654321-12003),Antiparasitario programado.
Seleccion,2023-01-17 16:08,Manga / campo,Seleccion de reposicion o descarte.
Primer Celo,2023-03-25 14:43,Potrero 2 (7654321-12003),Primer celo detectado.
Segundo Celo,2023-04-12 15:55,Potrero 2 (7654321-12003),Segundo celo detectado.
Servicio (IA o natural),2023-04-30 09:26,Potrero 2 (7654321-12003),Servicio exitoso.
Tercer Celo,2023-04-30 16:43,Potrero 2 (7654321-12003),Tercer celo detectado.
Desparasitacion,2023-06-25 09:55,Potrero 2 (7654321-12003),Antiparasitario programado.
Prenez confirmada,2023-06-29 09:36,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Vacunacion clostridial,2023-06-30 13:34,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Primer servicio (hembras),2023-07-06 17:24,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2023-12-22 08:19,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2024-06-19 17:45,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2024-06-29 08:13,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2024-12-16 14:58,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2025-06-14 08:27,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2025-06-29 16:08,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2025-12-11 18:09,Potrero 2 (7654321-12003),Antiparasitario programado.
Celo detectado,2025-12-17 08:27,Potrero 2 (7654321-12003),En espera de servicio.
