Hito [UY592749116],Fecha y Hora,Ubicación,Nota
Primer calostro,2023-11-10 06:30,Corral o potrero,Asegurar calostrado.
Nacimiento,2023-11-10 13:03,Potrero / corral de maternidad,Registro del nacimiento.
Colocacion de caravana oficial,2023-11-11 07:24,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2023-11-11 07:27,Instalaciones sanitarias,Revision sanitaria inicial.
Separacion de la madre,2023-11-12 11:52,Corral de terneros / guachera,Separacion para manejo individual.
Ingreso al sistema (SNIG),2023-11-19 08:45,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2023-11-24 15:40,Manga / campo,Plan sanitario local.
Guachera (cria artificial),2023-11-24 17:48,Guachera,Cria artificial y control sanitario.
Revision general de salud,2023-11-30 17:44,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2023-12-17 15:22,Oficina / app,Cierre de registro.
Vacunacion clostridial,2024-01-09 15:16,Tambo Antonina (7654321-12001),Vacunacion clostridial
Destete,2024-01-11 18:48,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2024-02-08 11:25,Tambo Antonina (7654321-12001),Vacunacion clostridial
Desparasitacion,2024-02-08 16:21,Tambo Antonina (7654321-12001),Antiparasitario programado.
Seleccion,2024-03-26 18:58,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2024-08-06 18:55,Tambo Antonina (7654321-12001),Antiparasitario programado.
Recria,2024-10-03 15:08,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Primer Celo,2024-11-05 13:19,Tambo Antonina (7654321-12001),Primer celo detectado.
Segundo Celo,2024-12-04 16:41,Tambo Antonina (7654321-12001),Segundo celo detectado.
Servicio (IA o natural),2024-12-28 13:30,Tambo Antonina (7654321-12001),Servicio exitoso.
Tercer Celo,2024-12-28 17:49,Tambo Antonina (7654321-12001),Tercer celo detectado.
Desparasitacion,2025-02-02 11:29,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2025-02-07 08:44,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Prenez confirmada,2025-02-26 09:14,Tambo Antonina (7654321-12001),Diagnostico de gestacion.
Primer servicio (hembras),2025-05-02 13:06,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2025-08-01 13:01,Tambo Antonina (7654321-12001),Antiparasitario programado.
Celo detectado,2025-12-04 08:55,Tambo Antonina (7654321-12001),En espera de servicio.
