Hito [UY648245888],Fecha y Hora,Ubicación,Nota
Nacimiento,2025-04-27 10:12,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2025-04-28 06:55,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2025-04-29 07:15,Manga / campo,Identificacion oficial.
Separacion de la madre,2025-04-29 17:38,Corral de terneros / guachera,Separacion para manejo individual.
Ingreso al sistema (SNIG),2025-04-30 08:50,Oficina / app,Registro del nacimiento.
Control de ombligo y signos vitales,2025-05-03 12:20,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2025-05-06 15:07,Manga / campo,Plan sanitario local.
Guachera (cria artificial),2025-05-08 11:49,Guachera,Cria artificial y control sanitario.
Revision general de salud,2025-05-10 18:15,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2025-05-27 06:37,Oficina / app,Cierre de registro.
Vacunacion clostridial,2025-06-26 06:03,Potrero 4 (7654321-12005),Vacunacion clostridial
Destete,2025-06-28 09:10,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2025-07-26 08:44,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2025-07-26 11:41,Potrero 4 (7654321-12005),Vacunacion clostridial
Seleccion,2025-10-20 18:40,Manga / campo,Seleccion de reposicion o descarte.
Recria,2025-11-30 07:43,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
