Hito [UY338715135],Fecha y Hora,Ubicación,Nota
Nacimiento,2017-10-30 06:27,Potrero de paricion,Registro del nacimiento.
Primer calostro,2017-10-31 10:18,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2017-11-03 07:48,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2017-11-03 09:39,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2017-11-04 17:32,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2017-11-06 09:17,Manga / campo,Plan sanitario local.
Revision general de salud,2017-11-18 07:55,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2017-12-03 17:15,Oficina / app,Cierre de registro.
Vacunacion clostridial,2017-12-29 07:42,Potrero 5 (7654321-12006),Vacunacion clostridial
Vacunacion clostridial,2018-01-28 06:43,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2018-01-28 09:41,Potrero 5 (7654321-12006),Antiparasitario programado.
Marcacion / caravanas,2018-01-28 17:50,Manga / campo,Marcacion y vacunas.
Lactancia,2018-04-18 12:12,Campo,Permanencia con la madre.
Destete,2018-06-18 07:44,Potrero de destete,Separacion de la madre.
Desparasitacion,2018-07-27 10:13,Potrero 5 (7654321-12006),Antiparasitario programado.
Seleccion de vientres,2018-12-12 15:40,Manga / potrero,Seleccion de reposicion.
Desparasitacion,2019-01-23 15:24,Potrero 5 (7654321-12006),Antiparasitario programado.
Primer Celo,2019-01-25 16:09,Potrero 5 (7654321-12006),Primer celo detectado.
Vacunacion clostridial,2019-01-28 14:49,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Segundo Celo,2019-02-15 09:07,Potrero 5 (7654321-12006),Segundo celo detectado.
Recria,2019-03-11 15:11,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Servicio (IA o natural),2019-03-15 06:17,Potrero 5 (7654321-12006),Servicio exitoso.
Tercer Celo,2019-03-15 08:25,Potrero 5 (7654321-12006),Tercer celo detectado.
Prenez confirmada,2019-05-14 09:59,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2019-07-22 07:56,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2019-12-23 08:27,Potrero de paricion,Supervision del parto.
Lactancia,2019-12-25 06:39,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2020-01-18 07:08,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2020-01-28 08:21,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Servicio (IA o natural),2020-03-01 06:24,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2020-03-01 09:05,Potrero 5 (7654321-12006),Retorno al celo.
Prenez confirmada,2020-04-30 12:33,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2020-07-16 16:47,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2020-12-09 10:44,Potrero de paricion,Supervision del parto.
Lactancia,2020-12-11 16:14,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2021-01-12 15:07,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-01-27 11:47,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Primer Celo posparto,2021-02-08 09:21,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2021-02-08 12:30,Potrero 5 (7654321-12006),Servicio exitoso.
Prenez confirmada,2021-04-09 06:32,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2021-07-11 06:37,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2021-11-18 12:41,Potrero de paricion,Supervision del parto.
Lactancia,2021-11-20 06:19,Potrero 5 (7654321-12006),Lactancia con ternero.
