Hito [UY529908599],Fecha y Hora,Ubicación,Nota
Nacimiento,2019-09-29 08:52,Potrero de paricion,Registro del nacimiento.
Primer calostro,2019-09-30 07:04,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2019-09-30 14:46,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2019-10-05 18:46,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2019-10-08 06:00,Oficina / app,Registro del nacimiento.
Revision general de salud,2019-10-08 07:47,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2019-10-12 15:58,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2019-11-07 18:25,Oficina / app,Cierre de registro.
Lactancia,2019-11-17 15:54,Campo,Permanencia con la madre.
Vacunacion clostridial,2019-11-28 17:34,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2019-12-17 18:20,Manga / campo,Marcacion y vacunas.
Desparasitacion,2019-12-28 13:14,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2019-12-28 14:15,Potrero 5 (7654321-12006),Vacunacion clostridial
Destete,2020-04-23 14:47,Potrero de destete,Separacion de la madre.
Recria,2020-06-06 10:17,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2020-06-25 15:01,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2020-12-22 12:49,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2020-12-27 12:01,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Seleccion de vientres,2021-01-18 09:06,Manga / potrero,Seleccion de reposicion.
Primer Celo,2021-01-28 10:41,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2021-02-18 15:30,Potrero 5 (7654321-12006),Segundo celo detectado.
Servicio (IA o natural),2021-03-10 12:05,Potrero 5 (7654321-12006),Servicio exitoso.
Tercer Celo,2021-03-10 12:18,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2021-03-10 14:17,Potrero 5 (7654321-12006),Servicio exitoso.
Prenez confirmada,2021-05-09 09:26,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Prenez confirmada,2021-05-09 13:18,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2021-06-20 09:28,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2021-12-17 11:30,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-12-27 13:46,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2022-06-15 15:06,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2022-12-12 16:19,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-12-27 12:23,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2023-06-10 11:09,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2023-12-07 18:40,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-12-27 18:34,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-06-04 07:06,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2024-12-01 14:10,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-12-26 17:06,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-05-30 09:55,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-11-26 13:37,Potrero 5 (7654321-12006),Antiparasitario programado.
