Hito [UY749621470],Fecha y Hora,Ubicación,Nota
Nacimiento,2024-06-10 13:21,Potrero / corral de maternidad,Registro del nacimiento.
Control de ombligo y signos vitales,2024-06-11 07:48,Instalaciones sanitarias,Revision sanitaria inicial.
Separacion de la madre,2024-06-11 08:31,Corral de terneros / guachera,Separacion para manejo individual.
Primer calostro,2024-06-11 17:42,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2024-06-13 17:28,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2024-06-16 06:21,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2024-06-20 16:51,Manga / campo,Plan sanitario local.
Guachera (cria artificial),2024-06-20 17:47,Guachera,Cria artificial y control sanitario.
Revision general de salud,2024-06-21 14:33,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2024-07-15 17:06,Oficina / app,Cierre de registro.
Vacunacion clostridial,2024-08-09 13:29,Potrero 3 (7654321-12004),Vacunacion clostridial
Destete,2024-08-22 07:16,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2024-09-08 13:00,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2024-09-08 16:37,Potrero 3 (7654321-12004),Vacunacion clostridial
Recria,2024-12-17 09:07,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2025-03-07 14:47,Potrero 3 (7654321-12004),Antiparasitario programado.
Seleccion,2025-03-28 09:29,Manga / campo,Seleccion de reposicion o descarte.
Primer Celo,2025-04-16 07:48,Potrero 3 (7654321-12004),Primer celo detectado.
Segundo Celo,2025-05-06 12:02,Potrero 3 (7654321-12004),Segundo celo detectado.
Servicio (IA o natural),2025-05-23 16:37,Potrero 3 (7654321-12004),Servicio exitoso.
Tercer Celo,2025-05-23 16:53,Potrero 3 (7654321-12004),Tercer celo detectado.
Prenez confirmada,2025-07-22 07:49,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2025-09-03 06:35,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2025-09-08 14:08,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Primer servicio (hembras),2025-09-27 17:21,Campo / brete / veterinario,Inicio de vida reproductiva.
