Hito [UY046654552],Fecha y Hora,Ubicación,Nota
Nacimiento,2018-10-30 07:36,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2018-10-31 15:58,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2018-10-31 18:21,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2018-11-01 17:04,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2018-11-05 11:50,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2018-11-09 08:31,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2018-11-13 07:38,Manga / campo,Plan sanitario local.
Revision general de salud,2018-11-16 10:02,Campo / instalaciones,Chequeo clinico.
Guachera (cria artificial),2018-11-23 12:26,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2018-12-08 12:05,Oficina / app,Cierre de registro.
Vacunacion clostridial,2018-12-29 09:27,Potrero 3 (7654321-12004),Vacunacion clostridial
Destete,2019-01-01 18:14,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2019-01-28 07:25,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2019-01-28 10:50,Potrero 3 (7654321-12004),Vacunacion clostridial
Recria,2019-02-02 16:49,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2019-07-27 14:27,Potrero 3 (7654321-12004),Antiparasitario programado.
Seleccion,2019-08-11 06:19,Manga / campo,Seleccion de reposicion o descarte.
Primer Celo,2019-08-17 14:36,Potrero 3 (7654321-12004),Primer celo detectado.
Segundo Celo,2019-09-02 08:20,Potrero 3 (7654321-12004),Segundo celo detectado.
Servicio (IA o natural),2019-09-24 09:09,Potrero 3 (7654321-12004),Servicio exitoso.
Tercer Celo,2019-09-24 14:44,Potrero 3 (7654321-12004),Tercer celo detectado.
Prenez confirmada,2019-11-23 06:43,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2020-01-23 18:44,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2020-01-28 12:09,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Primer servicio (hembras),2020-03-30 06:20,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2020-07-03 17:25,Potrero de maternidad,Supervision del parto.
Inicio ordene,2020-07-04 13:48,Potrero 3 (7654321-12004),Ingreso a rutina.
Posparto,2020-07-05 14:05,Potrero 3 (7654321-12004),Periodo posparto.
Lactancia,2020-07-05 15:36,Potrero 3 (7654321-12004),Inicio de lactancia.
Desparasitacion,2020-07-21 08:48,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2021-01-17 08:30,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2021-01-27 08:21,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2021-07-16 14:12,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2022-01-12 13:25,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2022-01-27 07:30,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2022-07-11 16:36,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2023-01-07 09:35,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2023-01-27 15:47,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2023-07-06 15:47,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2024-01-02 14:15,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2024-01-27 06:35,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2024-06-30 09:04,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2024-12-27 10:49,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2025-01-26 12:16,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2025-06-25 12:20,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2025-12-22 16:59,Potrero 3 (7654321-12004),Antiparasitario programado.
