Hito [UY756528252],Fecha y Hora,Ubicación,Nota
Primer calostro,2021-11-15 11:18,Corral o potrero,Asegurar calostrado.
Nacimiento,2021-11-15 12:13,Potrero / corral de maternidad,Registro del nacimiento.
Control de ombligo y signos vitales,2021-11-16 13:42,Instalaciones sanitarias,Revision sanitaria inicial.
Separacion de la madre,2021-11-17 08:50,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2021-11-17 16:05,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2021-11-22 08:45,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2021-11-27 15:47,Manga / campo,Plan sanitario local.
Revision general de salud,2021-12-01 06:29,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2021-12-22 18:08,Oficina / app,Cierre de registro.
Guachera (cria artificial),2022-01-11 11:40,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2022-01-14 14:02,Potrero 4 (7654321-12005),Vacunacion clostridial
Destete,2022-01-28 17:40,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2022-02-13 10:27,Potrero 4 (7654321-12005),Vacunacion clostridial
Recria,2022-02-13 16:04,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2022-02-13 18:13,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2022-08-12 18:43,Potrero 4 (7654321-12005),Antiparasitario programado.
Seleccion,2022-08-29 17:21,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2023-02-08 07:39,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2023-02-13 18:17,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2023-08-07 11:47,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2024-02-03 06:32,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2024-02-13 17:39,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2024-08-01 16:23,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2025-01-28 06:07,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2025-02-12 14:36,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2025-07-27 12:23,Potrero 4 (7654321-12005),Antiparasitario programado.
