Hito [UY076667861],Fecha y Hora,Ubicación,Nota
Primer calostro,2020-05-02 11:27,Corral o potrero,Asegurar calostrado.
Nacimiento,2020-05-02 13:55,Potrero de paricion,Registro del nacimiento.
Colocacion de caravana oficial,2020-05-04 12:01,Manga / campo,Identificacion oficial.
Vacunas iniciales,2020-05-08 07:34,Manga / campo,Plan sanitario local.
Control de ombligo y signos vitales,2020-05-09 14:20,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2020-05-11 10:05,Oficina / app,Registro del nacimiento.
Revision general de salud,2020-05-11 10:09,Campo / instalaciones,Chequeo clinico.
Lactancia,2020-05-24 08:19,Campo,Permanencia con la madre.
Carga de nacimiento en SNIG,2020-06-03 10:49,Oficina / app,Cierre de registro.
Vacunacion clostridial,2020-07-01 06:17,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2020-07-31 12:28,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2020-07-31 14:37,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2020-08-30 12:43,Manga / campo,Marcacion y vacunas.
Destete,2020-11-08 06:39,Potrero de destete,Separacion de la madre.
Desparasitacion,2021-01-27 07:54,Potrero 5 (7654321-12006),Antiparasitario programado.
Seleccion de vientres,2021-05-11 10:24,Manga / potrero,Seleccion de reposicion.
Recria,2021-06-12 08:01,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Primer Celo,2021-06-16 07:20,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2021-07-04 08:26,Potrero 5 (7654321-12006),Segundo celo detectado.
Tercer Celo,2021-07-23 11:16,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2021-07-23 12:52,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2021-07-26 16:32,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-07-31 16:06,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2021-09-21 07:03,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2022-01-22 09:50,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2022-05-02 09:15,Potrero de paricion,Supervision del parto.
Lactancia,2022-05-04 18:38,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2022-06-27 13:32,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2022-06-27 15:15,Potrero 5 (7654321-12006),Retorno al celo.
Desparasitacion,2022-07-21 08:23,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-07-31 09:48,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2022-08-26 18:32,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2023-01-17 14:10,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2023-04-06 12:07,Potrero de paricion,Supervision del parto.
Lactancia,2023-04-08 10:03,Potrero 5 (7654321-12006),Lactancia con ternero.
Primer Celo posparto,2023-05-27 11:29,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2023-05-27 14:26,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2023-07-16 18:15,Potrero 5 (7654321-12006),Antiparasitario programado.
Prenez confirmada,2023-07-26 07:30,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Vacunacion clostridial,2023-07-31 14:41,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-01-12 14:27,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2024-03-05 06:26,Potrero de paricion,Supervision del parto.
Lactancia,2024-03-07 16:14,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2024-07-10 14:28,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-07-30 18:08,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-01-06 06:00,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-07-05 13:53,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-07-30 10:36,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
