Hito [UY824970419],Fecha y Hora,Ubicación,Nota
Primer calostro,2017-08-03 14:42,Corral o potrero,Asegurar calostrado.
Nacimiento,2017-08-03 16:59,Potrero de paricion,Registro del nacimiento.
Control de ombligo y signos vitales,2017-08-04 12:00,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2017-08-08 15:14,Manga / campo,Identificacion oficial.
Vacunas iniciales,2017-08-12 09:31,Manga / campo,Plan sanitario local.
Ingreso al sistema (SNIG),2017-08-13 11:09,Oficina / app,Registro del nacimiento.
Revision general de salud,2017-08-20 13:09,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2017-09-11 10:09,Oficina / app,Cierre de registro.
Vacunacion clostridial,2017-10-02 08:28,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2017-11-01 16:50,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2017-11-01 17:30,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2017-11-22 17:02,Manga / campo,Marcacion y vacunas.
Lactancia,2018-02-10 16:54,Campo,Permanencia con la madre.
Destete,2018-03-09 11:19,Potrero de destete,Separacion de la madre.
Desparasitacion,2018-04-30 08:24,Potrero 5 (7654321-12006),Antiparasitario programado.
Primer Celo,2018-08-14 13:40,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2018-09-15 09:31,Potrero 5 (7654321-12006),Segundo celo detectado.
Seleccion de vientres,2018-10-07 17:36,Manga / potrero,Seleccion de reposicion.
Tercer Celo,2018-10-10 10:45,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2018-10-10 12:03,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2018-10-27 12:43,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2018-11-01 10:57,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2018-12-09 18:21,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Recria,2018-12-13 17:07,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2019-04-25 08:59,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2019-07-20 08:52,Potrero de paricion,Supervision del parto.
Lactancia,2019-07-22 17:13,Potrero 5 (7654321-12006),Lactancia con ternero.
Primer Celo posparto,2019-09-30 17:59,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2019-09-30 18:14,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2019-10-22 06:06,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2019-11-01 08:13,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2019-11-29 17:47,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2020-04-19 11:30,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2020-07-09 06:59,Potrero de paricion,Supervision del parto.
Lactancia,2020-07-11 18:11,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2020-09-14 12:19,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2020-09-14 13:46,Potrero 5 (7654321-12006),Retorno al celo.
Desparasitacion,2020-10-16 08:03,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2020-10-31 09:51,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2020-11-13 16:58,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2021-04-14 07:32,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2021-06-24 08:01,Potrero de paricion,Supervision del parto.
Lactancia,2021-06-26 14:25,Potrero 5 (7654321-12006),Lactancia con ternero.
Primer Celo posparto,2021-08-23 11:27,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2021-08-23 16:30,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2021-10-11 16:21,Potrero 5 (7654321-12006),Antiparasitario programado.
Prenez confirmada,2021-10-22 11:48,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Vacunacion clostridial,2021-10-31 17:12,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2022-04-09 15:27,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2022-06-02 12:25,Potrero de paricion,Supervision del parto.
Lactancia,2022-06-04 07:33,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2022-07-23 10:44,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2022-07-23 17:18,Potrero 5 (7654321-12006),Retorno al celo.
Prenez confirmada,2022-09-21 09:44,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2022-10-06 08:40,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-10-31 17:41,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2023-04-04 17:25,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2023-05-02 14:25,Potrero de paricion,Supervision del parto.
Lactancia,2023-05-04 07:08,Potrero 5 (7654321-12006),Lactancia con ternero.
Primer Celo posparto,2023-06-27 11:48,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2023-06-27 18:37,Potrero 5 (7654321-12006),Servicio exitoso.
Prenez confirmada,2023-08-26 18:03,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2023-10-01 09:02,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-10-31 06:23,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-03-29 07:15,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2024-04-05 17:19,Potrero de paricion,Supervision del parto.
Lactancia,2024-04-07 13:41,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2024-09-25 12:31,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-10-30 17:54,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-03-24 10:44,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-09-20 15:11,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-10-30 15:06,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Celo detectado,2025-12-11 08:36,Potrero 5 (7654321-12006),En espera de servicio.
