Hito [UY006977991],Fecha y Hora,Ubicación,Nota
Nacimiento,2025-06-18 18:51,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2025-06-19 16:20,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2025-06-19 16:34,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2025-06-20 17:01,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2025-06-24 13:18,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2025-06-25 12:25,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2025-06-29 17:02,Manga / campo,Plan sanitario local.
Revision general de salud,2025-07-04 17:36,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2025-07-21 11:46,Oficina / app,Cierre de registro.
Guachera (cria artificial),2025-07-30 18:30,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2025-08-17 07:30,Potrero 4 (7654321-12005),Vacunacion clostridial
Destete,2025-08-28 14:19,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2025-09-16 08:47,Potrero 4 (7654321-12005),Vacunacion clostridial
Desparasitacion,2025-09-16 10:46,Potrero 4 (7654321-12005),Antiparasitario programado.
Recria,2025-10-07 16:56,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2025-11-26 08:18,Manga / campo,Seleccion de reposicion o descarte.
