Hito [UY602632297],Fecha y Hora,Ubicación,Nota
Nacimiento,2022-09-27 16:42,Potrero / corral de maternidad,Registro del nacimiento.
Separacion de la madre,2022-09-28 06:06,Corral de terneros / guachera,Separacion para manejo individual.
Primer calostro,2022-09-28 07:50,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2022-10-01 09:31,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2022-10-02 12:13,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2022-10-04 11:53,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2022-10-06 11:35,Manga / campo,Plan sanitario local.
Revision general de salud,2022-10-13 08:36,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2022-11-03 18:21,Oficina / app,Cierre de registro.
Guachera (cria artificial),2022-11-08 18:53,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2022-11-26 17:44,Potrero 4 (7654321-12005),Vacunacion clostridial
Destete,2022-12-10 06:07,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2022-12-26 07:00,Potrero 4 (7654321-12005),Antiparasitario programado.
Seleccion,2022-12-26 12:12,Manga / campo,Seleccion de reposicion o descarte.
Vacunacion clostridial,2022-12-26 18:14,Potrero 4 (7654321-12005),Vacunacion clostridial
Recria,2023-03-16 13:29,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2023-06-24 09:30,Potrero 4 (7654321-12005),Antiparasitario programado.
Primer Celo,2023-07-23 16:19,Potrero 4 (7654321-12005),Primer celo detectado.
Segundo Celo,2023-08-15 08:55,Potrero 4 (7654321-12005),Segundo celo detectado.
Tercer Celo,2023-09-04 10:05,Potrero 4 (7654321-12005),Tercer celo detectado.
Servicio (IA o natural),2023-09-04 16:23,Potrero 4 (7654321-12005),Servicio exitoso.
Prenez confirmada,2023-11-03 10:05,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2023-12-21 07:08,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2023-12-26 12:41,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Primer servicio (hembras),2024-03-18 08:56,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2024-06-13 11:42,Potrero de maternidad,Supervision del parto.
Inicio ordene,2024-06-14 16:10,Potrero 4 (7654321-12005),Ingreso a rutina.
Lactancia,2024-06-15 06:25,Potrero 4 (7654321-12005),Inicio de lactancia.
Posparto,2024-06-15 16:19,Potrero 4 (7654321-12005),Periodo posparto.
Desparasitacion,2024-06-18 15:14,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2024-12-15 14:43,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2024-12-25 07:45,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2025-06-13 13:00,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2025-12-10 06:44,Potrero 4 (7654321-12005),Antiparasitario programado.
