Hito [UY686579303],Fecha y Hora,Ubicación,Nota
Primer calostro,2017-04-16 07:08,Corral o potrero,Asegurar calostrado.
Nacimiento,2017-04-16 11:38,Potrero / corral de maternidad,Registro del nacimiento.
Separacion de la madre,2017-04-17 16:41,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2017-04-19 15:40,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2017-04-21 14:45,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2017-04-24 12:38,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2017-04-29 10:29,Manga / campo,Plan sanitario local.
Revision general de salud,2017-05-01 15:27,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2017-05-17 18:44,Oficina / app,Cierre de registro.
Guachera (cria artificial),2017-06-13 18:35,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2017-06-15 08:35,Potrero 4 (7654321-12005),Vacunacion clostridial
Destete,2017-06-21 12:28,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2017-07-15 06:37,Potrero 4 (7654321-12005),Vacunacion clostridial
Desparasitacion,2017-07-15 10:22,Potrero 4 (7654321-12005),Antiparasitario programado.
Recria,2017-11-08 12:21,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2018-01-11 07:36,Potrero 4 (7654321-12005),Antiparasitario programado.
Seleccion,2018-03-04 12:26,Manga / campo,Seleccion de reposicion o descarte.
Primer Celo,2018-03-05 11:42,Potrero 4 (7654321-12005),Primer celo detectado.
Segundo Celo,2018-03-18 10:23,Potrero 4 (7654321-12005),Segundo celo detectado.
Tercer Celo,2018-04-15 08:43,Potrero 4 (7654321-12005),Tercer celo detectado.
Servicio (IA o natural),2018-04-15 13:04,Potrero 4 (7654321-12005),Servicio exitoso.
Prenez confirmada,2018-06-14 07:53,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2018-07-10 14:13,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2018-07-15 14:35,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Primer servicio (hembras),2018-07-22 11:27,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2019-01-06 08:42,Potrero 4 (7654321-12005),Antiparasitario programado.
Paricion,2019-01-23 07:05,Potrero de maternidad,Supervision del parto.
Inicio ordene,2019-01-24 12:06,Potrero 4 (7654321-12005),Ingreso a rutina.
Lactancia,2019-01-25 17:47,Potrero 4 (7654321-12005),Inicio de lactancia.
Desparasitacion,2019-07-05 13:14,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2019-07-15 11:42,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2020-01-01 07:22,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2020-06-29 14:23,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2020-07-14 07:26,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2020-12-26 07:48,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2021-06-24 10:36,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2021-07-14 11:55,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2021-12-21 09:51,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2022-06-19 12:54,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2022-07-14 16:48,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2022-12-16 14:49,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2023-06-14 15:39,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2023-07-14 12:55,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2023-12-11 16:41,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2024-06-08 14:01,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2024-07-13 17:03,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2024-12-05 15:59,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2025-06-03 16:53,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2025-07-13 10:38,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2025-11-30 17:17,Potrero 4 (7654321-12005),Antiparasitario programado.
Celo detectado,2025-12-01 11:51,Potrero 4 (7654321-12005),En espera de servicio.
