Hito [UY811514914],Fecha y Hora,Ubicación,Nota
Nacimiento,2021-05-21 07:34,Potrero de paricion,Registro del nacimiento.
Primer calostro,2021-05-22 11:06,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2021-05-22 15:29,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2021-05-26 08:04,Instalaciones sanitarias,Revision sanitaria inicial.
Revision general de salud,2021-05-28 09:17,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2021-05-29 11:40,Manga / campo,Plan sanitario local.
Ingreso al sistema (SNIG),2021-05-29 16:35,Oficina / app,Registro del nacimiento.
Carga de nacimiento en SNIG,2021-06-24 12:37,Oficina / app,Cierre de registro.
Vacunacion clostridial,2021-07-20 08:00,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2021-08-19 06:20,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-08-19 18:14,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2021-08-28 18:25,Manga / campo,Marcacion y vacunas.
Lactancia,2021-11-23 10:23,Campo,Permanencia con la madre.
Destete,2022-01-15 10:35,Potrero de destete,Separacion de la madre.
Desparasitacion,2022-02-15 07:57,Potrero 5 (7654321-12006),Antiparasitario programado.
Primer Celo,2022-06-20 08:06,Potrero 5 (7654321-12006),Primer celo detectado.
Seleccion de vientres,2022-07-06 07:37,Manga / potrero,Seleccion de reposicion.
Segundo Celo,2022-07-12 17:13,Potrero 5 (7654321-12006),Segundo celo detectado.
Tercer Celo,2022-08-06 10:11,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2022-08-06 10:36,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2022-08-14 06:08,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-08-19 09:05,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2022-10-05 07:08,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Recria,2022-10-20 16:42,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2023-02-10 14:51,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2023-05-16 18:33,Potrero de paricion,Supervision del parto.
Lactancia,2023-05-18 15:41,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2023-06-27 11:36,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2023-06-27 18:24,Potrero 5 (7654321-12006),Retorno al celo.
Desparasitacion,2023-08-09 13:27,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-08-19 18:39,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2023-08-26 18:54,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2024-02-05 16:30,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2024-04-05 15:38,Potrero de paricion,Supervision del parto.
Lactancia,2024-04-07 10:51,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2024-06-10 17:55,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2024-08-03 11:19,Potrero 5 (7654321-12006),Antiparasitario programado.
Prenez confirmada,2024-08-09 15:42,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Vacunacion clostridial,2024-08-18 08:09,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Secado,2025-01-19 13:13,Potrero 5 (7654321-12006),Inicio de periodo seco.
Desparasitacion,2025-01-30 14:48,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-07-29 07:15,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-08-18 08:30,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
