Hito [UY119540831],Fecha y Hora,Ubicación,Nota
Nacimiento,2023-08-17 06:11,Potrero / corral de maternidad,Registro del nacimiento.
Control de ombligo y signos vitales,2023-08-18 08:55,Instalaciones sanitarias,Revision sanitaria inicial.
Separacion de la madre,2023-08-18 12:26,Corral de terneros / guachera,Separacion para manejo individual.
Primer calostro,2023-08-18 17:48,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2023-08-20 11:22,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2023-08-22 15:42,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2023-08-28 07:09,Manga / campo,Plan sanitario local.
Revision general de salud,2023-09-04 16:01,Campo / instalaciones,Chequeo clinico.
Guachera (cria artificial),2023-09-17 11:10,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2023-09-17 17:33,Oficina / app,Cierre de registro.
Vacunacion clostridial,2023-10-16 16:43,Potrero 1 (7654321-12002),Vacunacion clostridial
Destete,2023-10-27 10:46,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2023-11-15 09:25,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2023-11-15 15:31,Potrero 1 (7654321-12002),Vacunacion clostridial
Seleccion,2023-12-28 06:09,Manga / campo,Seleccion de reposicion o descarte.
Recria,2024-04-29 18:36,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2024-05-13 15:03,Potrero 1 (7654321-12002),Antiparasitario programado.
Primer Celo,2024-07-29 06:43,Potrero 1 (7654321-12002),Primer celo detectado.
Segundo Celo,2024-08-22 07:17,Potrero 1 (7654321-12002),Segundo celo detectado.
Servicio (IA o natural),2024-09-07 12:31,Potrero 1 (7654321-12002),Servicio exitoso.
Tercer Celo,2024-09-07 13:42,Potrero 1 (7654321-12002),Tercer celo detectado.
Prenez confirmada,2024-11-06 15:28,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2024-11-09 06:13,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2024-11-14 14:42,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Primer servicio (hembras),2024-11-29 18:39,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2025-05-08 10:13,Potrero 1 (7654321-12002),Antiparasitario programado.
Paricion,2025-06-17 12:17,Potrero de maternidad,Supervision del parto.
Inicio ordene,2025-06-18 09:48,Potrero 1 (7654321-12002),Ingreso a rutina.
Lactancia,2025-06-19 14:07,Potrero 1 (7654321-12002),Inicio de lactancia.
Servicio (IA o natural),2025-08-13 11:27,Potrero 1 (7654321-12002),Servicio exitoso.
Prenez confirmada,2025-10-12 07:18,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2025-11-04 18:08,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2025-11-14 10:02,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
