Hito [UY790779946],Fecha y Hora,Ubicación,Nota
Nacimiento,2024-09-14 10:54,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2024-09-14 17:45,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2024-09-15 15:56,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2024-09-16 18:23,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2024-09-19 09:07,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2024-09-20 18:08,Oficina / app,Registro del nacimiento.
Guachera (cria artificial),2024-09-21 07:19,Guachera,Cria artificial y control sanitario.
Revision general de salud,2024-09-21 11:35,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2024-09-22 18:31,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2024-10-23 11:29,Oficina / app,Cierre de registro.
Vacunacion clostridial,2024-11-13 16:37,Potrero 2 (7654321-12003),Vacunacion clostridial
Destete,2024-11-25 17:46,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2024-12-13 08:49,Potrero 2 (7654321-12003),Vacunacion clostridial
Desparasitacion,2024-12-13 14:58,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2025-06-11 06:53,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer Celo,2025-06-25 07:28,Potrero 2 (7654321-12003),Primer celo detectado.
Seleccion,2025-07-10 15:04,Manga / campo,Seleccion de reposicion o descarte.
Segundo Celo,2025-07-24 13:43,Potrero 2 (7654321-12003),Segundo celo detectado.
Recria,2025-08-15 14:26,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Servicio (IA o natural),2025-08-21 08:56,Potrero 2 (7654321-12003),Servicio exitoso.
Tercer Celo,2025-08-21 14:22,Potrero 2 (7654321-12003),Tercer celo detectado.
Prenez confirmada,2025-10-20 18:35,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2025-12-08 07:33,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer servicio (hembras),2025-12-12 11:41,Campo / brete / veterinario,Inicio de vida reproductiva.
Vacunacion clostridial,2025-12-13 08:27,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
