Hito [UY424806516],Fecha y Hora,Ubicación,Nota
Nacimiento,2018-09-12 13:27,Potrero de paricion,Registro del nacimiento.
Primer calostro,2018-09-13 09:16,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2018-09-14 09:43,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2018-09-19 17:17,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2018-09-21 07:37,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2018-09-26 10:10,Manga / campo,Plan sanitario local.
Revision general de salud,2018-10-01 09:46,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2018-10-19 12:56,Oficina / app,Cierre de registro.
Vacunacion clostridial,2018-11-11 09:35,Potrero 5 (7654321-12006),Vacunacion clostridial
Vacunacion clostridial,2018-12-11 07:24,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2018-12-11 15:57,Potrero 5 (7654321-12006),Antiparasitario programado.
Marcacion / caravanas,2018-12-28 10:52,Manga / campo,Marcacion y vacunas.
Lactancia,2019-01-04 12:38,Campo,Permanencia con la madre.
Destete,2019-03-31 15:06,Potrero de destete,Separacion de la madre.
Desparasitacion,2019-06-09 16:26,Potrero 5 (7654321-12006),Antiparasitario programado.
Primer Celo,2019-11-05 16:52,Potrero 5 (7654321-12006),Primer celo detectado.
Recria,2019-11-22 12:12,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Segundo Celo,2019-11-29 07:28,Potrero 5 (7654321-12006),Segundo celo detectado.
Desparasitacion,2019-12-06 16:48,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2019-12-11 10:38,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Servicio (IA o natural),2019-12-22 06:32,Potrero 5 (7654321-12006),Servicio exitoso.
Tercer Celo,2019-12-22 08:56,Potrero 5 (7654321-12006),Tercer celo detectado.
Seleccion de vientres,2020-01-30 11:23,Manga / potrero,Seleccion de reposicion.
Prenez confirmada,2020-02-20 10:37,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2020-06-03 12:20,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2020-09-30 12:18,Potrero de paricion,Supervision del parto.
Lactancia,2020-10-02 15:52,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2020-11-23 11:25,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2020-11-23 16:33,Potrero 5 (7654321-12006),Retorno al celo.
Desparasitacion,2020-11-30 11:12,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2020-12-10 09:33,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2021-01-22 06:07,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2021-05-29 09:03,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2021-09-02 08:51,Potrero de paricion,Supervision del parto.
Lactancia,2021-09-04 11:27,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2021-10-29 11:15,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2021-10-29 18:11,Potrero 5 (7654321-12006),Retorno al celo.
Desparasitacion,2021-11-25 18:31,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-12-10 09:06,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2021-12-28 07:13,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2022-05-24 13:02,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2022-08-08 16:23,Potrero de paricion,Supervision del parto.
Lactancia,2022-08-10 11:09,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2022-10-09 07:00,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2022-10-09 18:20,Potrero 5 (7654321-12006),Retorno al celo.
Desparasitacion,2022-11-20 10:26,Potrero 5 (7654321-12006),Antiparasitario programado.
Prenez confirmada,2022-12-08 11:44,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Vacunacion clostridial,2022-12-10 14:17,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2023-05-19 07:07,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2023-07-19 06:45,Potrero de paricion,Supervision del parto.
Lactancia,2023-07-21 11:13,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2023-09-20 13:36,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2023-11-15 13:10,Potrero 5 (7654321-12006),Antiparasitario programado.
Prenez confirmada,2023-11-19 18:20,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Vacunacion clostridial,2023-12-10 17:38,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-05-13 15:20,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2024-11-09 15:24,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-12-09 18:55,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-05-08 09:36,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-11-04 06:18,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-12-09 16:04,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
