Hito [UY949921299],Fecha y Hora,Ubicación,Nota
Nacimiento,2021-11-30 06:41,Potrero de paricion,Registro del nacimiento.
Primer calostro,2021-11-30 13:18,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2021-12-02 12:02,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2021-12-05 14:02,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2021-12-06 13:06,Manga / campo,Plan sanitario local.
Ingreso al sistema (SNIG),2021-12-08 16:01,Oficina / app,Registro del nacimiento.
Revision general de salud,2021-12-20 18:26,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2022-01-03 10:20,Oficina / app,Cierre de registro.
Vacunacion clostridial,2022-01-29 10:21,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2022-02-03 14:49,Manga / campo,Marcacion y vacunas.
Desparasitacion,2022-02-28 08:37,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-02-28 17:39,Potrero 5 (7654321-12006),Vacunacion clostridial
Lactancia,2022-06-10 11:25,Campo,Permanencia con la madre.
Destete,2022-06-18 13:39,Potrero de destete,Separacion de la madre.
Recria,2022-08-21 12:19,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2022-08-27 13:07,Potrero 5 (7654321-12006),Antiparasitario programado.
Primer Celo,2022-12-04 16:58,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2022-12-20 07:53,Potrero 5 (7654321-12006),Segundo celo detectado.
Servicio (IA o natural),2023-01-15 07:01,Potrero 5 (7654321-12006),Servicio exitoso.
Tercer Celo,2023-01-15 11:39,Potrero 5 (7654321-12006),Tercer celo detectado.
Desparasitacion,2023-02-23 08:20,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-02-28 18:51,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2023-03-16 09:03,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Seleccion de vientres,2023-05-22 13:31,Manga / potrero,Seleccion de reposicion.
Desparasitacion,2023-08-22 08:48,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2023-10-25 06:08,Potrero de paricion,Supervision del parto.
Lactancia,2023-10-27 07:20,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2023-12-17 12:14,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2023-12-17 17:46,Potrero 5 (7654321-12006),Retorno al celo.
Prenez confirmada,2024-02-15 08:05,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2024-02-18 15:56,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-02-28 12:17,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-08-16 12:40,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2024-09-25 09:46,Potrero de paricion,Supervision del parto.
Lactancia,2024-09-27 18:23,Potrero 5 (7654321-12006),Lactancia con ternero.
Primer Celo posparto,2024-11-22 14:00,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2024-11-22 17:55,Potrero 5 (7654321-12006),Servicio exitoso.
Prenez confirmada,2025-01-21 06:16,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2025-02-12 13:42,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-02-27 17:10,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-08-11 07:33,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2025-09-01 18:02,Potrero de paricion,Supervision del parto.
Lactancia,2025-09-03 07:03,Potrero 5 (7654321-12006),Lactancia con ternero.
Celo detectado,2025-12-13 10:04,Potrero 5 (7654321-12006),En espera de servicio.
