Hito [UY287484583],Fecha y Hora,Ubicación,Nota
Nacimiento,2017-06-10 07:45,Potrero de paricion,Registro del nacimiento.
Primer calostro,2017-06-11 17:08,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2017-06-13 06:40,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2017-06-13 11:14,Oficina / app,Registro del nacimiento.
Colocacion de caravana oficial,2017-06-14 15:18,Manga / campo,Identificacion oficial.
Revision general de salud,2017-06-17 14:42,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2017-06-19 08:16,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2017-07-19 07:46,Oficina / app,Cierre de registro.
Vacunacion clostridial,2017-08-09 16:51,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2017-09-08 15:31,Potrero 5 (7654321-12006),Antiparasitario programado.
Castracion (si aplica),2017-09-08 16:16,Brete / campo,Castracion sanitaria.
Vacunacion clostridial,2017-09-08 18:25,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2017-10-03 16:40,Manga / campo,Marcacion y vacunas.
Lactancia,2017-12-17 17:24,Campo,Permanencia con la madre.
Destete,2018-01-14 14:13,Potrero de destete,Separacion de la madre.
Desparasitacion,2018-03-07 17:11,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2018-09-03 16:18,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2018-09-08 08:28,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Recria,2018-09-19 09:20,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2019-03-02 06:19,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2019-08-29 08:56,Potrero 5 (7654321-12006),Antiparasitario programado.
Engorde / terminacion,2019-09-03 09:37,Campo / suplemento,Inicio de terminacion.
Vacunacion clostridial,2019-09-08 09:46,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2020-02-25 08:52,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2020-08-23 12:43,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2020-09-07 17:27,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2021-02-19 15:12,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2021-08-18 07:09,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-09-07 11:09,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2022-02-14 07:27,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2022-08-13 09:29,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-09-07 13:05,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2023-02-09 16:25,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2023-08-08 07:46,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-09-07 13:11,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-02-04 14:08,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2024-08-02 17:48,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-09-06 13:11,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-01-29 18:00,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-07-28 15:06,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-09-06 08:12,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
