Hito [UY731980933],Fecha y Hora,Ubicación,Nota
Nacimiento,2021-11-19 17:31,Potrero de paricion,Registro del nacimiento.
Primer calostro,2021-11-20 11:51,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2021-11-21 08:20,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2021-11-22 07:12,Oficina / app,Registro del nacimiento.
Colocacion de caravana oficial,2021-11-23 11:48,Manga / campo,Identificacion oficial.
Vacunas iniciales,2021-12-03 10:58,Manga / campo,Plan sanitario local.
Revision general de salud,2021-12-04 17:41,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2021-12-27 10:48,Oficina / app,Cierre de registro.
Vacunacion clostridial,2022-01-18 06:31,Potrero 6 (7654321-12007),Vacunacion clostridial
Marcacion / caravanas,2022-02-12 15:44,Manga / campo,Marcacion y vacunas.
Vacunacion clostridial,2022-02-17 09:53,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2022-02-17 16:51,Potrero 6 (7654321-12007),Antiparasitario programado.
Lactancia,2022-04-11 14:11,Campo,Permanencia con la madre.
Destete,2022-05-22 09:05,Potrero de destete,Separacion de la madre.
Desparasitacion,2022-08-16 09:09,Potrero 6 (7654321-12007),Antiparasitario programado.
Recria,2022-09-01 17:38,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Primer Celo,2023-01-11 10:09,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2023-02-01 17:21,Potrero 6 (7654321-12007),Segundo celo detectado.
Desparasitacion,2023-02-12 06:18,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-02-17 17:14,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Servicio (IA o natural),2023-02-27 12:08,Potrero 6 (7654321-12007),Servicio exitoso.
Tercer Celo,2023-02-27 14:22,Potrero 6 (7654321-12007),Tercer celo detectado.
Prenez confirmada,2023-04-28 12:06,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Seleccion de vientres,2023-05-02 12:54,Manga / potrero,Seleccion de reposicion.
Desparasitacion,2023-08-11 09:01,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2023-12-07 17:52,Potrero de paricion,Supervision del parto.
Lactancia,2023-12-09 18:18,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2024-01-31 07:20,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2024-01-31 15:36,Potrero 6 (7654321-12007),Retorno al celo.
Desparasitacion,2024-02-07 15:30,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-02-17 09:56,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2024-03-31 09:28,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2024-08-05 13:26,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2024-11-09 06:15,Potrero de paricion,Supervision del parto.
Lactancia,2024-11-11 14:09,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2025-02-01 14:35,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-02-16 09:28,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2025-07-31 15:12,Potrero 6 (7654321-12007),Antiparasitario programado.
Celo detectado,2025-12-13 16:17,Potrero 6 (7654321-12007),En espera de servicio.
