Hito [UY594021782],Fecha y Hora,Ubicación,Nota
Primer calostro,2022-04-01 09:11,Corral o potrero,Asegurar calostrado.
Nacimiento,2022-04-01 11:02,Potrero de paricion,Registro del nacimiento.
Colocacion de caravana oficial,2022-04-06 06:08,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2022-04-06 08:08,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2022-04-06 15:51,Manga / campo,Plan sanitario local.
Revision general de salud,2022-04-11 17:42,Campo / instalaciones,Chequeo clinico.
Ingreso al sistema (SNIG),2022-04-11 18:02,Oficina / app,Registro del nacimiento.
Carga de nacimiento en SNIG,2022-05-05 11:39,Oficina / app,Cierre de registro.
Vacunacion clostridial,2022-05-31 17:33,Potrero 6 (7654321-12007),Vacunacion clostridial
Marcacion / caravanas,2022-06-11 08:59,Manga / campo,Marcacion y vacunas.
Vacunacion clostridial,2022-06-30 08:10,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2022-06-30 12:04,Potrero 6 (7654321-12007),Antiparasitario programado.
Lactancia,2022-07-16 08:26,Campo,Permanencia con la madre.
Destete,2022-10-31 08:47,Potrero de destete,Separacion de la madre.
Desparasitacion,2022-12-27 07:30,Potrero 6 (7654321-12007),Antiparasitario programado.
Recria,2023-02-27 11:56,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Seleccion de vientres,2023-04-24 18:10,Manga / potrero,Seleccion de reposicion.
Desparasitacion,2023-06-25 13:26,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-06-30 07:00,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Primer Celo,2023-07-26 06:31,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2023-08-22 09:19,Potrero 6 (7654321-12007),Segundo celo detectado.
Servicio (IA o natural),2023-09-09 11:58,Potrero 6 (7654321-12007),Servicio exitoso.
Tercer Celo,2023-09-09 12:40,Potrero 6 (7654321-12007),Tercer celo detectado.
Prenez confirmada,2023-11-08 10:39,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2023-12-22 14:28,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2024-06-18 11:01,Potrero de paricion,Supervision del parto.
Desparasitacion,2024-06-19 08:54,Potrero 6 (7654321-12007),Antiparasitario programado.
Lactancia,2024-06-20 18:01,Potrero 6 (7654321-12007),Lactancia con ternero.
Vacunacion clostridial,2024-06-29 11:57,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Primer Celo posparto,2024-08-18 11:01,Potrero 6 (7654321-12007),Retorno al celo.
Servicio (IA o natural),2024-08-18 13:02,Potrero 6 (7654321-12007),Servicio exitoso.
Prenez confirmada,2024-10-17 17:55,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2024-12-16 15:51,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2025-05-28 08:58,Potrero de paricion,Supervision del parto.
Lactancia,2025-05-30 12:02,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2025-06-14 16:00,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-06-29 09:05,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Servicio (IA o natural),2025-07-11 14:24,Potrero 6 (7654321-12007),Servicio exitoso.
Prenez confirmada,2025-09-09 18:38,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2025-12-11 10:30,Potrero 6 (7654321-12007),Antiparasitario programado.
