Hito [UY289854268],Fecha y Hora,Ubicación,Nota
Nacimiento,2021-10-24 07:23,Potrero de paricion,Registro del nacimiento.
Primer calostro,2021-10-24 18:06,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2021-10-27 12:28,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2021-10-29 10:13,Oficina / app,Registro del nacimiento.
Colocacion de caravana oficial,2021-10-29 18:49,Manga / campo,Identificacion oficial.
Revision general de salud,2021-10-31 07:40,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2021-11-06 06:29,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2021-12-03 17:29,Oficina / app,Cierre de registro.
Vacunacion clostridial,2021-12-23 08:10,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2022-01-17 09:25,Manga / campo,Marcacion y vacunas.
Vacunacion clostridial,2022-01-22 06:38,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2022-01-22 12:10,Potrero 5 (7654321-12006),Antiparasitario programado.
Lactancia,2022-01-29 11:47,Campo,Permanencia con la madre.
Destete,2022-04-24 06:16,Potrero de destete,Separacion de la madre.
Desparasitacion,2022-07-21 07:42,Potrero 5 (7654321-12006),Antiparasitario programado.
Recria,2022-08-18 17:58,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Seleccion de vientres,2022-11-22 11:42,Manga / potrero,Seleccion de reposicion.
Primer Celo,2022-12-16 17:29,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2023-01-06 13:29,Potrero 5 (7654321-12006),Segundo celo detectado.
Desparasitacion,2023-01-17 18:00,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-01-22 07:11,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Tercer Celo,2023-01-30 07:05,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2023-01-30 14:42,Potrero 5 (7654321-12006),Servicio exitoso.
Prenez confirmada,2023-03-31 09:45,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2023-07-16 16:17,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2023-11-09 13:08,Potrero de paricion,Supervision del parto.
Posparto,2023-11-11 10:53,Potrero 5 (7654321-12006),Periodo posparto.
Lactancia,2023-11-11 13:52,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2024-01-12 08:28,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-01-22 10:07,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-07-10 11:11,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-01-06 09:45,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-01-21 14:47,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-07-05 06:57,Potrero 5 (7654321-12006),Antiparasitario programado.
