Hito [UY619927151],Fecha y Hora,Ubicación,Nota
Nacimiento,2018-10-29 18:53,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2018-10-30 11:07,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2018-10-31 14:10,Corral de terneros / guachera,Separacion para manejo individual.
Ingreso al sistema (SNIG),2018-11-01 15:11,Oficina / app,Registro del nacimiento.
Control de ombligo y signos vitales,2018-11-01 18:13,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2018-11-03 14:08,Manga / campo,Identificacion oficial.
Vacunas iniciales,2018-11-08 07:07,Manga / campo,Plan sanitario local.
Revision general de salud,2018-11-09 08:48,Campo / instalaciones,Chequeo clinico.
Guachera (cria artificial),2018-11-28 09:59,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2018-12-04 08:44,Oficina / app,Cierre de registro.
Vacunacion clostridial,2018-12-28 06:06,Tambo Antonina (7654321-12001),Vacunacion clostridial
Destete,2018-12-29 08:06,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2019-01-27 13:37,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2019-01-27 17:03,Tambo Antonina (7654321-12001),Vacunacion clostridial
Seleccion,2019-02-04 13:05,Manga / campo,Seleccion de reposicion o descarte.
Primer Celo,2019-07-20 07:45,Tambo Antonina (7654321-12001),Primer celo detectado.
Desparasitacion,2019-07-26 15:20,Tambo Antonina (7654321-12001),Antiparasitario programado.
Segundo Celo,2019-08-07 16:37,Tambo Antonina (7654321-12001),Segundo celo detectado.
Recria,2019-08-07 18:10,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Tercer Celo,2019-09-05 10:26,Tambo Antonina (7654321-12001),Tercer celo detectado.
Servicio (IA o natural),2019-09-05 17:51,Tambo Antonina (7654321-12001),Servicio exitoso.
Prenez confirmada,2019-11-04 18:49,Tambo Antonina (7654321-12001),Diagnostico de gestacion.
Primer servicio (hembras),2020-01-22 06:11,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2020-01-22 12:12,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2020-01-27 14:11,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Paricion,2020-06-14 13:44,Potrero de maternidad,Supervision del parto.
Inicio ordene,2020-06-15 08:13,Tambo Antonina (7654321-12001),Ingreso a rutina.
Lactancia,2020-06-16 08:40,Tambo Antonina (7654321-12001),Inicio de lactancia.
Desparasitacion,2020-07-20 17:43,Tambo Antonina (7654321-12001),Antiparasitario programado.
Primer Celo posparto,2020-08-18 10:33,Tambo Antonina (7654321-12001),Retorno al celo.
