Hito [UY060062915],Fecha y Hora,Ubicación,Nota
Nacimiento,2017-06-30 13:08,Potrero de paricion,Registro del nacimiento.
Primer calostro,2017-07-01 17:20,Corral o potrero,Asegurar calostrado.
Ingreso al sistema (SNIG),2017-07-04 16:52,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2017-07-05 09:02,Manga / campo,Plan sanitario local.
Colocacion de caravana oficial,2017-07-05 11:38,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2017-07-05 14:13,Instalaciones sanitarias,Revision sanitaria inicial.
Revision general de salud,2017-07-10 08:19,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2017-08-02 08:38,Oficina / app,Cierre de registro.
Vacunacion clostridial,2017-08-29 10:40,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2017-09-20 10:08,Manga / campo,Marcacion y vacunas.
Desparasitacion,2017-09-28 15:15,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2017-09-28 17:41,Potrero 5 (7654321-12006),Vacunacion clostridial
Lactancia,2017-11-18 09:37,Campo,Permanencia con la madre.
Destete,2018-02-11 15:27,Potrero de destete,Separacion de la madre.
Desparasitacion,2018-03-27 07:17,Potrero 5 (7654321-12006),Antiparasitario programado.
Recria,2018-04-04 14:16,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Primer Celo,2018-07-20 08:25,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2018-08-15 13:05,Potrero 5 (7654321-12006),Segundo celo detectado.
Seleccion de vientres,2018-08-30 12:41,Manga / potrero,Seleccion de reposicion.
Tercer Celo,2018-09-08 10:43,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2018-09-08 12:44,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2018-09-23 07:34,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2018-09-28 09:45,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2018-11-07 08:34,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2019-03-22 07:43,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2019-06-18 09:04,Potrero de paricion,Supervision del parto.
Lactancia,2019-06-20 16:46,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2019-09-18 14:26,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2019-09-28 11:36,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2020-03-16 07:21,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2020-09-12 16:05,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2020-09-27 16:41,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2021-03-11 11:58,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2021-09-07 11:49,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-09-27 14:38,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2022-03-06 10:09,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2022-09-02 18:14,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-09-27 08:26,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2023-03-01 10:00,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2023-08-28 07:24,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-09-27 08:20,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-02-24 09:24,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2024-08-22 07:50,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-09-26 18:27,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-02-18 07:11,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-08-17 14:46,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-09-26 12:01,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
