Hito [UY249817734],Fecha y Hora,Ubicación,Nota
Primer calostro,2019-04-27 08:19,Corral o potrero,Asegurar calostrado.
Nacimiento,2019-04-27 09:29,Potrero / corral de maternidad,Registro del nacimiento.
Colocacion de caravana oficial,2019-04-28 12:21,Manga / campo,Identificacion oficial.
Separacion de la madre,2019-04-29 11:11,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2019-05-04 15:24,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2019-05-05 13:21,Oficina / app,Registro del nacimiento.
Revision general de salud,2019-05-06 10:20,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2019-05-08 16:38,Manga / campo,Plan sanitario local.
Guachera (cria artificial),2019-05-24 11:18,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2019-06-05 17:12,Oficina / app,Cierre de registro.
Vacunacion clostridial,2019-06-26 15:30,Potrero 4 (7654321-12005),Vacunacion clostridial
Destete,2019-07-11 15:50,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2019-07-26 15:25,Potrero 4 (7654321-12005),Vacunacion clostridial
Desparasitacion,2019-07-26 15:40,Potrero 4 (7654321-12005),Antiparasitario programado.
Recria,2019-11-27 11:24,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2019-12-16 18:25,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2020-01-22 07:06,Potrero 4 (7654321-12005),Antiparasitario programado.
Primer Celo,2020-02-20 15:12,Potrero 4 (7654321-12005),Primer celo detectado.
Segundo Celo,2020-03-15 15:34,Potrero 4 (7654321-12005),Segundo celo detectado.
Tercer Celo,2020-04-06 08:43,Potrero 4 (7654321-12005),Tercer celo detectado.
Servicio (IA o natural),2020-04-06 18:35,Potrero 4 (7654321-12005),Servicio exitoso.
Prenez confirmada,2020-06-05 06:46,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2020-07-20 18:15,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2020-07-25 14:32,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Primer servicio (hembras),2020-09-04 07:59,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2021-01-14 13:45,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-01-15 09:28,Potrero 4 (7654321-12005),Ingreso a rutina.
Desparasitacion,2021-01-16 16:42,Potrero 4 (7654321-12005),Antiparasitario programado.
Lactancia,2021-01-16 18:18,Potrero 4 (7654321-12005),Inicio de lactancia.
Primer Celo posparto,2021-03-08 17:04,Potrero 4 (7654321-12005),Retorno al celo.
Servicio (IA o natural),2021-03-08 18:50,Potrero 4 (7654321-12005),Servicio exitoso.
Prenez confirmada,2021-05-07 12:43,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2021-07-15 11:10,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2021-07-25 17:26,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Paricion,2021-12-16 13:08,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-12-17 16:19,Potrero 4 (7654321-12005),Ingreso a rutina.
Lactancia,2021-12-18 09:16,Potrero 4 (7654321-12005),Inicio de lactancia.
Desparasitacion,2022-01-11 16:39,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2022-07-10 06:36,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2022-07-25 14:02,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2023-01-06 16:43,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2023-07-05 16:25,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2023-07-25 18:23,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2024-01-01 18:21,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2024-06-29 18:27,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2024-07-24 17:57,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2024-12-26 07:00,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2025-06-24 07:16,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2025-07-24 18:34,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Celo detectado,2025-12-04 16:09,Potrero 4 (7654321-12005),En espera de servicio.
Diagnostico de enfermedad,2025-12-10 18:24,Manga Potrero 4,Retencion de placenta
Tratamiento en curso,2025-12-11 07:28,Manga Potrero 4,Confinamiento en manga.
Desparasitacion,2025-12-21 09:32,Potrero 4 (7654321-12005),Antiparasitario programado.
