Hito [UY117734861],Fecha y Hora,Ubicación,Nota
Nacimiento,2023-01-30 06:49,Potrero de paricion,Registro del nacimiento.
Primer calostro,2023-01-30 18:00,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2023-02-01 16:23,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2023-02-03 07:56,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2023-02-05 10:53,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2023-02-14 16:57,Manga / campo,Plan sanitario local.
Revision general de salud,2023-02-19 09:47,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2023-03-03 10:03,Oficina / app,Cierre de registro.
Vacunacion clostridial,2023-03-31 15:24,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2023-04-11 10:08,Manga / campo,Marcacion y vacunas.
Vacunacion clostridial,2023-04-30 08:34,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2023-04-30 11:41,Potrero 5 (7654321-12006),Antiparasitario programado.
Lactancia,2023-05-07 17:18,Campo,Permanencia con la madre.
Destete,2023-09-03 11:26,Potrero de destete,Separacion de la madre.
Desparasitacion,2023-10-27 18:43,Potrero 5 (7654321-12006),Antiparasitario programado.
Recria,2024-01-20 09:17,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Seleccion de vientres,2024-03-16 08:18,Manga / potrero,Seleccion de reposicion.
Primer Celo,2024-04-17 10:44,Potrero 5 (7654321-12006),Primer celo detectado.
Desparasitacion,2024-04-24 18:18,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-04-29 15:13,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Segundo Celo,2024-05-07 13:16,Potrero 5 (7654321-12006),Segundo celo detectado.
Tercer Celo,2024-05-31 07:31,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2024-05-31 11:37,Potrero 5 (7654321-12006),Servicio exitoso.
Prenez confirmada,2024-07-30 11:22,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2024-10-21 09:21,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2025-03-10 18:41,Potrero de paricion,Supervision del parto.
Lactancia,2025-03-12 14:28,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2025-04-19 17:32,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-04-29 17:27,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Servicio (IA o natural),2025-05-08 16:43,Potrero 5 (7654321-12006),Servicio exitoso.
Prenez confirmada,2025-07-07 08:02,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2025-10-16 14:53,Potrero 5 (7654321-12006),Antiparasitario programado.
