Hito [UY385451171],Fecha y Hora,Ubicación,Nota
Nacimiento,2024-05-03 15:41,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2024-05-03 18:18,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2024-05-05 12:40,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2024-05-06 11:43,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2024-05-08 13:49,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2024-05-13 07:24,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2024-05-17 10:29,Manga / campo,Plan sanitario local.
Revision general de salud,2024-05-20 08:55,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2024-06-04 16:51,Oficina / app,Cierre de registro.
Guachera (cria artificial),2024-06-13 15:25,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2024-07-02 13:26,Potrero 3 (7654321-12004),Vacunacion clostridial
Destete,2024-07-04 07:10,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2024-08-01 08:11,Potrero 3 (7654321-12004),Vacunacion clostridial
Desparasitacion,2024-08-01 17:15,Potrero 3 (7654321-12004),Antiparasitario programado.
Seleccion,2025-01-10 16:18,Manga / campo,Seleccion de reposicion o descarte.
Recria,2025-01-23 09:20,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2025-01-28 16:16,Potrero 3 (7654321-12004),Antiparasitario programado.
Primer Celo,2025-04-13 16:25,Potrero 3 (7654321-12004),Primer celo detectado.
Segundo Celo,2025-05-05 10:56,Potrero 3 (7654321-12004),Segundo celo detectado.
Servicio (IA o natural),2025-05-28 11:47,Potrero 3 (7654321-12004),Servicio exitoso.
Tercer Celo,2025-05-28 13:49,Potrero 3 (7654321-12004),Tercer celo detectado.
Prenez confirmada,2025-07-27 15:33,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2025-07-27 17:44,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2025-08-01 06:08,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Primer servicio (hembras),2025-10-25 10:38,Campo / brete / veterinario,Inicio de vida reproductiva.
