Hito [UY924602213],Fecha y Hora,Ubicación,Nota
Nacimiento,2024-07-02 15:46,Potrero de paricion,Registro del nacimiento.
Primer calostro,2024-07-03 14:00,Corral o potrero,Asegurar calostrado.
Ingreso al sistema (SNIG),2024-07-06 09:52,Oficina / app,Registro del nacimiento.
Colocacion de caravana oficial,2024-07-06 12:53,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2024-07-08 16:03,Instalaciones sanitarias,Revision sanitaria inicial.
Revision general de salud,2024-07-13 07:11,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2024-07-15 08:46,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2024-08-08 06:17,Oficina / app,Cierre de registro.
Vacunacion clostridial,2024-08-31 13:05,Potrero 6 (7654321-12007),Vacunacion clostridial
Vacunacion clostridial,2024-09-30 07:58,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2024-09-30 17:05,Potrero 6 (7654321-12007),Antiparasitario programado.
Marcacion / caravanas,2024-10-02 12:11,Manga / campo,Marcacion y vacunas.
Lactancia,2024-12-04 09:44,Campo,Permanencia con la madre.
Destete,2025-02-07 17:53,Potrero de destete,Separacion de la madre.
Recria,2025-02-28 10:17,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2025-03-29 08:20,Potrero 6 (7654321-12007),Antiparasitario programado.
Primer Celo,2025-09-15 11:29,Potrero 6 (7654321-12007),Primer celo detectado.
Desparasitacion,2025-09-25 15:40,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-09-30 07:11,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Segundo Celo,2025-10-10 15:53,Potrero 6 (7654321-12007),Segundo celo detectado.
Servicio (IA o natural),2025-11-04 15:59,Potrero 6 (7654321-12007),Servicio exitoso.
Tercer Celo,2025-11-04 17:05,Potrero 6 (7654321-12007),Tercer celo detectado.
Seleccion de vientres,2025-11-17 11:07,Manga / potrero,Seleccion de reposicion.
