Hito [UY833223566],Fecha y Hora,Ubicación,Nota
Nacimiento,2020-04-06 16:47,Potrero de paricion,Registro del nacimiento.
Colocacion de caravana oficial,2020-04-07 18:29,Manga / campo,Identificacion oficial.
Primer calostro,2020-04-07 18:44,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2020-04-13 16:24,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2020-04-13 16:41,Oficina / app,Registro del nacimiento.
Revision general de salud,2020-04-14 07:05,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2020-04-18 11:00,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2020-05-07 13:41,Oficina / app,Cierre de registro.
Vacunacion clostridial,2020-06-05 15:44,Potrero 6 (7654321-12007),Vacunacion clostridial
Marcacion / caravanas,2020-06-06 15:36,Manga / campo,Marcacion y vacunas.
Vacunacion clostridial,2020-07-05 08:00,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2020-07-05 08:05,Potrero 6 (7654321-12007),Antiparasitario programado.
Lactancia,2020-09-24 14:14,Campo,Permanencia con la madre.
Destete,2020-11-08 13:17,Potrero de destete,Separacion de la madre.
Desparasitacion,2021-01-01 14:16,Potrero 6 (7654321-12007),Antiparasitario programado.
Recria,2021-01-19 18:37,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Primer Celo,2021-04-19 16:44,Potrero 6 (7654321-12007),Primer celo detectado.
Seleccion de vientres,2021-05-17 12:30,Manga / potrero,Seleccion de reposicion.
Segundo Celo,2021-05-20 12:19,Potrero 6 (7654321-12007),Segundo celo detectado.
Servicio (IA o natural),2021-06-05 07:20,Potrero 6 (7654321-12007),Servicio exitoso.
Tercer Celo,2021-06-05 15:08,Potrero 6 (7654321-12007),Tercer celo detectado.
Desparasitacion,2021-06-30 18:02,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2021-07-05 14:28,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2021-08-04 07:45,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2021-12-27 07:07,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2022-03-15 18:34,Potrero de paricion,Supervision del parto.
Lactancia,2022-03-17 08:25,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2022-05-18 12:35,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2022-05-18 17:01,Potrero 6 (7654321-12007),Retorno al celo.
Desparasitacion,2022-06-25 14:19,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2022-07-05 18:20,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2022-07-17 14:50,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2022-12-22 11:34,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2023-02-25 18:33,Potrero de paricion,Supervision del parto.
Lactancia,2023-02-27 13:04,Potrero 6 (7654321-12007),Lactancia con ternero.
Primer Celo posparto,2023-05-05 14:53,Potrero 6 (7654321-12007),Retorno al celo.
Servicio (IA o natural),2023-05-05 15:34,Potrero 6 (7654321-12007),Servicio exitoso.
Desparasitacion,2023-06-20 08:27,Potrero 6 (7654321-12007),Antiparasitario programado.
Prenez confirmada,2023-07-04 17:52,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Vacunacion clostridial,2023-07-05 07:02,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2023-12-17 16:00,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2024-02-12 18:41,Potrero de paricion,Supervision del parto.
Lactancia,2024-02-14 07:48,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2024-04-06 18:13,Potrero 6 (7654321-12007),Servicio exitoso.
Prenez confirmada,2024-06-05 16:57,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2024-06-14 09:19,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-07-04 08:36,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Secado,2024-11-15 07:11,Potrero 6 (7654321-12007),Inicio de periodo seco.
Desparasitacion,2024-12-11 06:33,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2025-06-09 18:18,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-07-04 09:41,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2025-12-06 16:34,Potrero 6 (7654321-12007),Antiparasitario programado.
