Hito [UY547099690],Fecha y Hora,Ubicación,Nota
Nacimiento,2019-01-18 13:38,Potrero de paricion,Registro del nacimiento.
Colocacion de caravana oficial,2019-01-19 10:17,Manga / campo,Identificacion oficial.
Primer calostro,2019-01-19 16:15,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2019-01-23 09:56,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2019-01-27 06:35,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2019-01-28 10:43,Manga / campo,Plan sanitario local.
Revision general de salud,2019-01-30 12:25,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2019-02-24 12:25,Oficina / app,Cierre de registro.
Vacunacion clostridial,2019-03-19 14:25,Potrero 5 (7654321-12006),Vacunacion clostridial
Lactancia,2019-03-25 06:17,Campo,Permanencia con la madre.
Desparasitacion,2019-04-18 06:54,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2019-04-18 17:14,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2019-04-19 17:14,Manga / campo,Marcacion y vacunas.
Destete,2019-08-07 16:52,Potrero de destete,Separacion de la madre.
Recria,2019-10-08 10:28,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2019-10-15 06:48,Potrero 5 (7654321-12006),Antiparasitario programado.
Primer Celo,2020-01-24 08:34,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2020-02-17 09:49,Potrero 5 (7654321-12006),Segundo celo detectado.
Servicio (IA o natural),2020-03-15 15:39,Potrero 5 (7654321-12006),Servicio exitoso.
Tercer Celo,2020-03-15 16:07,Potrero 5 (7654321-12006),Tercer celo detectado.
Desparasitacion,2020-04-12 14:06,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2020-04-17 10:51,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Seleccion de vientres,2020-04-26 09:36,Manga / potrero,Seleccion de reposicion.
Prenez confirmada,2020-05-14 11:08,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2020-10-09 14:25,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2020-12-23 15:34,Potrero de paricion,Supervision del parto.
Lactancia,2020-12-25 06:46,Potrero 5 (7654321-12006),Lactancia con ternero.
Primer Celo posparto,2021-02-22 06:51,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2021-02-22 12:05,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2021-04-07 18:31,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-04-17 08:58,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2021-04-23 18:45,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2021-10-04 06:10,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2021-12-02 11:58,Potrero de paricion,Supervision del parto.
Lactancia,2021-12-04 11:49,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2022-01-25 07:41,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2022-01-25 18:35,Potrero 5 (7654321-12006),Retorno al celo.
Prenez confirmada,2022-03-26 06:33,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2022-04-02 10:19,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-04-17 11:21,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2022-09-29 06:14,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2022-11-04 09:23,Potrero de paricion,Supervision del parto.
Posparto,2022-11-06 08:53,Potrero 5 (7654321-12006),Periodo posparto.
Lactancia,2022-11-06 14:12,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2023-03-28 16:49,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-04-17 12:13,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2023-09-24 17:15,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2024-03-22 06:17,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-04-16 14:46,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-09-18 17:07,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-03-17 18:24,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-04-16 09:00,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-09-13 16:25,Potrero 5 (7654321-12006),Antiparasitario programado.
