Hito [UY890566476],Fecha y Hora,Ubicación,Nota
Nacimiento,2019-10-24 09:35,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2019-10-24 13:24,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2019-10-25 11:13,Manga / campo,Identificacion oficial.
Separacion de la madre,2019-10-25 17:59,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2019-10-31 17:37,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2019-11-02 18:27,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2019-11-07 18:21,Manga / campo,Plan sanitario local.
Revision general de salud,2019-11-08 17:15,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2019-11-25 16:42,Oficina / app,Cierre de registro.
Guachera (cria artificial),2019-12-10 15:53,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2019-12-23 11:05,Potrero 2 (7654321-12003),Vacunacion clostridial
Destete,2020-01-07 07:37,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2020-01-22 14:03,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2020-01-22 15:00,Potrero 2 (7654321-12003),Vacunacion clostridial
Seleccion,2020-03-11 13:11,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2020-07-20 06:45,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer Celo,2020-08-02 15:06,Potrero 2 (7654321-12003),Primer celo detectado.
Segundo Celo,2020-08-26 16:52,Potrero 2 (7654321-12003),Segundo celo detectado.
Recria,2020-09-15 11:35,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Servicio (IA o natural),2020-09-16 12:20,Potrero 2 (7654321-12003),Servicio exitoso.
Tercer Celo,2020-09-16 15:49,Potrero 2 (7654321-12003),Tercer celo detectado.
Prenez confirmada,2020-11-15 13:41,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2021-01-16 14:52,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2021-01-21 15:32,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Primer servicio (hembras),2021-02-24 12:04,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2021-06-26 16:03,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-06-27 07:13,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2021-06-28 08:56,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2021-07-15 11:07,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer Celo posparto,2021-09-01 15:57,Potrero 2 (7654321-12003),Retorno al celo.
Servicio (IA o natural),2021-09-01 18:40,Potrero 2 (7654321-12003),Servicio exitoso.
Prenez confirmada,2021-10-31 18:00,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2022-01-11 10:55,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2022-01-21 12:54,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2022-06-11 18:09,Potrero de maternidad,Supervision del parto.
Inicio ordene,2022-06-12 16:09,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2022-06-13 13:34,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2022-07-10 06:15,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer Celo posparto,2022-08-07 10:24,Potrero 2 (7654321-12003),Retorno al celo.
Servicio (IA o natural),2022-08-07 15:36,Potrero 2 (7654321-12003),Servicio exitoso.
Prenez confirmada,2022-10-06 13:12,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2023-01-06 12:44,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2023-01-21 08:54,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2023-05-17 09:43,Potrero de maternidad,Supervision del parto.
Inicio ordene,2023-05-18 11:19,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2023-05-19 15:50,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2023-07-05 15:25,Potrero 2 (7654321-12003),Antiparasitario programado.
Servicio (IA o natural),2023-07-10 16:19,Potrero 2 (7654321-12003),Servicio exitoso.
Prenez confirmada,2023-09-08 12:45,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2024-01-01 16:20,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2024-01-21 10:03,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2024-06-29 17:24,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2024-12-26 12:24,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2025-01-20 11:57,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2025-06-24 12:34,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2025-12-21 09:42,Potrero 2 (7654321-12003),Antiparasitario programado.
