Hito [UY905005353],Fecha y Hora,Ubicación,Nota
Primer calostro,2019-09-29 10:53,Corral o potrero,Asegurar calostrado.
Nacimiento,2019-09-29 13:50,Potrero de paricion,Registro del nacimiento.
Control de ombligo y signos vitales,2019-10-03 07:30,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2019-10-04 13:10,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2019-10-05 09:13,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2019-10-06 18:42,Manga / campo,Plan sanitario local.
Revision general de salud,2019-10-17 07:06,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2019-11-04 17:01,Oficina / app,Cierre de registro.
Lactancia,2019-11-09 11:57,Campo,Permanencia con la madre.
Vacunacion clostridial,2019-11-28 16:50,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2019-12-22 18:17,Manga / campo,Marcacion y vacunas.
Desparasitacion,2019-12-28 11:47,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2019-12-28 14:54,Potrero 5 (7654321-12006),Vacunacion clostridial
Destete,2020-04-10 17:16,Potrero de destete,Separacion de la madre.
Desparasitacion,2020-06-25 15:59,Potrero 5 (7654321-12006),Antiparasitario programado.
Primer Celo,2020-11-19 14:40,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2020-12-12 17:31,Potrero 5 (7654321-12006),Segundo celo detectado.
Desparasitacion,2020-12-22 09:47,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2020-12-27 12:51,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Tercer Celo,2021-01-10 07:50,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2021-01-10 17:21,Potrero 5 (7654321-12006),Servicio exitoso.
Recria,2021-01-24 16:07,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Prenez confirmada,2021-03-11 09:59,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Seleccion de vientres,2021-03-12 08:59,Manga / potrero,Seleccion de reposicion.
Desparasitacion,2021-06-20 07:36,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2021-10-20 15:49,Potrero de paricion,Supervision del parto.
Lactancia,2021-10-22 15:04,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2021-12-17 11:08,Potrero 5 (7654321-12006),Antiparasitario programado.
Servicio (IA o natural),2021-12-26 12:58,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2021-12-26 16:21,Potrero 5 (7654321-12006),Retorno al celo.
Vacunacion clostridial,2021-12-27 09:14,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2022-02-24 17:47,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2022-06-15 11:24,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2022-10-05 17:46,Potrero de paricion,Supervision del parto.
Lactancia,2022-10-07 12:41,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2022-12-12 15:47,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-12-27 10:07,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2023-06-10 06:19,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2023-12-07 06:37,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-12-27 10:05,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-06-04 14:12,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2024-12-01 12:27,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-12-26 07:05,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-05-30 11:49,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-11-26 11:51,Potrero 5 (7654321-12006),Antiparasitario programado.
