Hito [UY453290810],Fecha y Hora,Ubicación,Nota
Nacimiento,2018-10-17 09:07,Potrero de paricion,Registro del nacimiento.
Primer calostro,2018-10-18 08:55,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2018-10-19 18:49,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2018-10-23 12:35,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2018-10-25 12:57,Manga / campo,Plan sanitario local.
Ingreso al sistema (SNIG),2018-10-26 11:48,Oficina / app,Registro del nacimiento.
Revision general de salud,2018-11-02 10:20,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2018-11-21 16:06,Oficina / app,Cierre de registro.
Vacunacion clostridial,2018-12-16 08:39,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2019-01-15 13:43,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2019-01-15 15:32,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2019-02-02 16:20,Manga / campo,Marcacion y vacunas.
Lactancia,2019-04-05 16:40,Campo,Permanencia con la madre.
Destete,2019-05-17 14:34,Potrero de destete,Separacion de la madre.
Desparasitacion,2019-07-14 07:23,Potrero 5 (7654321-12006),Antiparasitario programado.
Primer Celo,2019-11-25 13:18,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2019-12-20 13:10,Potrero 5 (7654321-12006),Segundo celo detectado.
Recria,2019-12-31 09:54,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Tercer Celo,2020-01-03 08:25,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2020-01-03 10:00,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2020-01-10 06:47,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2020-01-15 07:38,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Seleccion de vientres,2020-01-23 13:48,Manga / potrero,Seleccion de reposicion.
Prenez confirmada,2020-03-03 14:53,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2020-07-08 15:56,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2020-10-12 11:48,Potrero de paricion,Supervision del parto.
Lactancia,2020-10-14 13:41,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2020-12-05 07:24,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2020-12-05 08:43,Potrero 5 (7654321-12006),Retorno al celo.
Desparasitacion,2021-01-04 18:41,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-01-14 15:46,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2021-02-03 15:41,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2021-07-03 12:35,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2021-09-14 12:26,Potrero de paricion,Supervision del parto.
Lactancia,2021-09-16 12:12,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2021-11-01 16:01,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2021-12-30 14:55,Potrero 5 (7654321-12006),Antiparasitario programado.
Prenez confirmada,2021-12-31 15:14,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Vacunacion clostridial,2022-01-14 12:01,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2022-06-28 09:54,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2022-12-25 08:29,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-01-14 11:39,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2023-06-23 11:46,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2023-12-20 09:11,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-01-14 09:10,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-06-17 13:59,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2024-12-14 17:58,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-01-13 15:40,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-06-12 09:20,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-12-09 08:18,Potrero 5 (7654321-12006),Antiparasitario programado.
