Hito [UY171779360],Fecha y Hora,Ubicación,Nota
Nacimiento,2021-04-07 12:58,Potrero de paricion,Registro del nacimiento.
Primer calostro,2021-04-07 16:14,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2021-04-08 09:19,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2021-04-09 13:12,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2021-04-16 07:21,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2021-04-18 16:11,Manga / campo,Plan sanitario local.
Revision general de salud,2021-04-20 08:18,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2021-05-11 12:43,Oficina / app,Cierre de registro.
Vacunacion clostridial,2021-06-06 16:29,Potrero 6 (7654321-12007),Vacunacion clostridial
Marcacion / caravanas,2021-06-22 12:11,Manga / campo,Marcacion y vacunas.
Vacunacion clostridial,2021-07-06 06:31,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2021-07-06 10:47,Potrero 6 (7654321-12007),Antiparasitario programado.
Destete,2021-10-14 12:43,Potrero de destete,Separacion de la madre.
Lactancia,2021-11-03 13:02,Campo,Permanencia con la madre.
Desparasitacion,2022-01-02 16:07,Potrero 6 (7654321-12007),Antiparasitario programado.
Seleccion de vientres,2022-04-23 11:43,Manga / potrero,Seleccion de reposicion.
Desparasitacion,2022-07-01 15:51,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2022-07-06 16:42,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Primer Celo,2022-07-10 17:06,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2022-08-10 16:55,Potrero 6 (7654321-12007),Segundo celo detectado.
Recria,2022-08-24 07:29,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Tercer Celo,2022-09-04 12:51,Potrero 6 (7654321-12007),Tercer celo detectado.
Servicio (IA o natural),2022-09-04 18:00,Potrero 6 (7654321-12007),Servicio exitoso.
Prenez confirmada,2022-11-03 08:20,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2022-12-28 18:58,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2023-06-14 08:36,Potrero de paricion,Supervision del parto.
Lactancia,2023-06-16 14:24,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2023-06-26 13:32,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-07-06 12:27,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2023-12-23 11:49,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2024-06-20 13:45,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-07-05 18:03,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2024-12-17 11:54,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2025-06-15 14:23,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-07-05 10:27,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2025-12-12 07:50,Potrero 6 (7654321-12007),Antiparasitario programado.
