Hito [UY738908273],Fecha y Hora,Ubicación,Nota
Nacimiento,2021-05-01 16:52,Potrero de paricion,Registro del nacimiento.
Primer calostro,2021-05-02 18:01,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2021-05-03 17:21,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2021-05-04 09:13,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2021-05-04 16:15,Oficina / app,Registro del nacimiento.
Revision general de salud,2021-05-11 15:55,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2021-05-16 17:46,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2021-06-06 14:20,Oficina / app,Cierre de registro.
Lactancia,2021-06-16 13:40,Campo,Permanencia con la madre.
Marcacion / caravanas,2021-06-30 07:55,Manga / campo,Marcacion y vacunas.
Vacunacion clostridial,2021-06-30 15:15,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2021-07-30 07:23,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2021-07-30 10:18,Potrero 6 (7654321-12007),Vacunacion clostridial
Destete,2021-11-28 07:12,Potrero de destete,Separacion de la madre.
Recria,2022-01-22 16:09,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2022-01-26 12:24,Potrero 6 (7654321-12007),Antiparasitario programado.
Seleccion de vientres,2022-06-17 08:05,Manga / potrero,Seleccion de reposicion.
Primer Celo,2022-07-04 08:37,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2022-07-21 14:53,Potrero 6 (7654321-12007),Segundo celo detectado.
Desparasitacion,2022-07-25 08:30,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2022-07-30 15:28,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Servicio (IA o natural),2022-08-17 09:15,Potrero 6 (7654321-12007),Servicio exitoso.
Tercer Celo,2022-08-17 18:59,Potrero 6 (7654321-12007),Tercer celo detectado.
Prenez confirmada,2022-10-16 14:05,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2023-01-21 13:27,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2023-05-27 12:46,Potrero de paricion,Supervision del parto.
Lactancia,2023-05-29 13:19,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2023-07-10 08:46,Potrero 6 (7654321-12007),Servicio exitoso.
Desparasitacion,2023-07-20 14:39,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-07-30 16:12,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2023-09-08 09:15,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2024-01-16 17:27,Potrero 6 (7654321-12007),Antiparasitario programado.
Secado,2024-02-18 12:11,Potrero 6 (7654321-12007),Inicio de periodo seco.
Desparasitacion,2024-07-14 18:09,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-07-29 10:55,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2025-01-10 18:30,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2025-07-09 06:48,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-07-29 18:30,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
