Hito [UY049203558],Fecha y Hora,Ubicación,Nota
Nacimiento,2019-04-11 08:17,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2019-04-11 17:09,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2019-04-12 10:12,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2019-04-13 14:40,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2019-04-14 10:26,Oficina / app,Registro del nacimiento.
Colocacion de caravana oficial,2019-04-15 08:55,Manga / campo,Identificacion oficial.
Guachera (cria artificial),2019-04-17 06:55,Guachera,Cria artificial y control sanitario.
Revision general de salud,2019-04-20 13:22,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2019-04-26 14:59,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2019-05-17 13:47,Oficina / app,Cierre de registro.
Vacunacion clostridial,2019-06-10 08:45,Potrero 4 (7654321-12005),Vacunacion clostridial
Destete,2019-06-17 14:41,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2019-07-10 14:18,Potrero 4 (7654321-12005),Vacunacion clostridial
Desparasitacion,2019-07-10 15:08,Potrero 4 (7654321-12005),Antiparasitario programado.
Recria,2019-12-28 12:37,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2020-01-01 16:41,Manga / campo,Seleccion de reposicion o descarte.
Primer Celo,2020-01-05 16:44,Potrero 4 (7654321-12005),Primer celo detectado.
Desparasitacion,2020-01-06 13:16,Potrero 4 (7654321-12005),Antiparasitario programado.
Segundo Celo,2020-01-23 14:53,Potrero 4 (7654321-12005),Segundo celo detectado.
Servicio (IA o natural),2020-02-21 13:19,Potrero 4 (7654321-12005),Servicio exitoso.
Tercer Celo,2020-02-21 14:28,Potrero 4 (7654321-12005),Tercer celo detectado.
Prenez confirmada,2020-04-21 15:08,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2020-07-04 11:11,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2020-07-09 08:11,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Primer servicio (hembras),2020-08-14 13:37,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2020-11-30 18:19,Potrero de maternidad,Supervision del parto.
Inicio ordene,2020-12-01 08:50,Potrero 4 (7654321-12005),Ingreso a rutina.
Lactancia,2020-12-02 10:14,Potrero 4 (7654321-12005),Inicio de lactancia.
Desparasitacion,2020-12-31 09:35,Potrero 4 (7654321-12005),Antiparasitario programado.
Servicio (IA o natural),2021-02-03 10:49,Potrero 4 (7654321-12005),Servicio exitoso.
Primer Celo posparto,2021-02-03 13:23,Potrero 4 (7654321-12005),Retorno al celo.
Prenez confirmada,2021-04-04 06:09,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2021-06-29 17:02,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2021-07-09 17:44,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Paricion,2021-11-13 11:18,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-11-14 13:10,Potrero 4 (7654321-12005),Ingreso a rutina.
Lactancia,2021-11-15 15:59,Potrero 4 (7654321-12005),Inicio de lactancia.
Desparasitacion,2021-12-26 16:20,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2022-06-24 11:09,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2022-07-09 16:50,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2022-12-21 11:28,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2023-06-19 14:10,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2023-07-09 08:10,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2023-12-16 14:19,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2024-06-13 07:58,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2024-07-08 09:07,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2024-12-10 06:25,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2025-06-08 13:49,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2025-07-08 06:20,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2025-12-05 08:29,Potrero 4 (7654321-12005),Antiparasitario programado.
