Hito [UY298704996],Fecha y Hora,Ubicación,Nota
Nacimiento,2018-06-17 07:41,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2018-06-18 08:23,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2018-06-19 18:34,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2018-06-21 06:16,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2018-06-21 11:11,Manga / campo,Identificacion oficial.
Revision general de salud,2018-06-24 08:48,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2018-06-25 10:36,Manga / campo,Plan sanitario local.
Ingreso al sistema (SNIG),2018-06-27 13:16,Oficina / app,Registro del nacimiento.
Guachera (cria artificial),2018-07-15 18:37,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2018-07-27 07:05,Oficina / app,Cierre de registro.
Vacunacion clostridial,2018-08-16 14:25,Potrero 3 (7654321-12004),Vacunacion clostridial
Destete,2018-08-23 14:03,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2018-09-15 08:09,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2018-09-15 14:20,Potrero 3 (7654321-12004),Vacunacion clostridial
Desparasitacion,2019-03-14 15:37,Potrero 3 (7654321-12004),Antiparasitario programado.
Recria,2019-04-01 14:26,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Primer Celo,2019-05-12 09:30,Potrero 3 (7654321-12004),Primer celo detectado.
Segundo Celo,2019-05-31 10:05,Potrero 3 (7654321-12004),Segundo celo detectado.
Seleccion,2019-06-16 16:55,Manga / campo,Seleccion de reposicion o descarte.
Tercer Celo,2019-06-22 12:57,Potrero 3 (7654321-12004),Tercer celo detectado.
Servicio (IA o natural),2019-06-22 17:02,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2019-08-21 14:36,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2019-09-10 15:48,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2019-09-15 10:33,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Primer servicio (hembras),2019-11-09 15:56,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2020-03-08 07:59,Potrero 3 (7654321-12004),Antiparasitario programado.
Paricion,2020-03-31 14:51,Potrero de maternidad,Supervision del parto.
Inicio ordene,2020-04-01 15:43,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2020-04-02 15:09,Potrero 3 (7654321-12004),Inicio de lactancia.
Primer Celo posparto,2020-05-29 07:48,Potrero 3 (7654321-12004),Retorno al celo.
Servicio (IA o natural),2020-05-29 13:11,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2020-07-28 08:13,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2020-09-04 07:36,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2020-09-14 13:58,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2021-03-03 18:06,Potrero 3 (7654321-12004),Antiparasitario programado.
Paricion,2021-03-08 18:12,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-03-09 08:02,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2021-03-10 12:05,Potrero 3 (7654321-12004),Inicio de lactancia.
Servicio (IA o natural),2021-05-03 09:52,Potrero 3 (7654321-12004),Servicio exitoso.
Primer Celo posparto,2021-05-03 16:27,Potrero 3 (7654321-12004),Retorno al celo.
Prenez confirmada,2021-07-02 16:09,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2021-08-30 18:18,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2021-09-14 06:50,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Paricion,2022-02-10 15:16,Potrero de maternidad,Supervision del parto.
Inicio ordene,2022-02-11 11:58,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2022-02-12 17:58,Potrero 3 (7654321-12004),Inicio de lactancia.
Desparasitacion,2022-02-26 14:56,Potrero 3 (7654321-12004),Antiparasitario programado.
Servicio (IA o natural),2022-04-07 18:04,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2022-06-06 07:24,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2022-08-25 11:56,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2022-09-14 17:39,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2023-02-21 12:16,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2023-08-20 12:41,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2023-09-14 15:33,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2024-02-16 13:36,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2024-08-14 15:30,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2024-09-13 18:26,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2025-02-10 06:11,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2025-08-09 10:25,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2025-09-13 07:26,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
