Hito [UY071069472],Fecha y Hora,Ubicación,Nota
Primer calostro,2024-08-09 07:52,Corral o potrero,Asegurar calostrado.
Nacimiento,2024-08-09 12:24,Potrero de paricion,Registro del nacimiento.
Colocacion de caravana oficial,2024-08-10 18:53,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2024-08-15 06:08,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2024-08-15 18:05,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2024-08-18 08:40,Manga / campo,Plan sanitario local.
Revision general de salud,2024-08-25 06:50,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2024-09-08 18:06,Oficina / app,Cierre de registro.
Vacunacion clostridial,2024-10-08 06:52,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2024-10-29 17:05,Manga / campo,Marcacion y vacunas.
Vacunacion clostridial,2024-11-07 06:06,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2024-11-07 07:32,Potrero 5 (7654321-12006),Antiparasitario programado.
Lactancia,2024-12-25 17:52,Campo,Permanencia con la madre.
Destete,2025-02-17 08:30,Potrero de destete,Separacion de la madre.
Desparasitacion,2025-05-06 12:09,Potrero 5 (7654321-12006),Antiparasitario programado.
Primer Celo,2025-10-02 09:03,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2025-10-24 14:44,Potrero 5 (7654321-12006),Segundo celo detectado.
Seleccion de vientres,2025-10-27 13:09,Manga / potrero,Seleccion de reposicion.
Desparasitacion,2025-11-02 06:58,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-11-07 14:18,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Tercer Celo,2025-11-12 10:40,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2025-11-12 14:07,Potrero 5 (7654321-12006),Servicio exitoso.
Recria,2025-11-19 08:19,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
