Hito [UY409760584],Fecha y Hora,Ubicación,Nota
Nacimiento,2017-08-08 09:06,Potrero de paricion,Registro del nacimiento.
Primer calostro,2017-08-08 15:31,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2017-08-11 15:00,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2017-08-12 17:56,Oficina / app,Registro del nacimiento.
Control de ombligo y signos vitales,2017-08-13 12:55,Instalaciones sanitarias,Revision sanitaria inicial.
Revision general de salud,2017-08-18 15:51,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2017-08-20 18:41,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2017-09-17 15:48,Oficina / app,Cierre de registro.
Vacunacion clostridial,2017-10-07 08:04,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2017-11-06 09:19,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2017-11-06 18:27,Potrero 6 (7654321-12007),Vacunacion clostridial
Marcacion / caravanas,2017-11-24 12:38,Manga / campo,Marcacion y vacunas.
Lactancia,2017-12-02 06:16,Campo,Permanencia con la madre.
Destete,2018-02-21 13:40,Potrero de destete,Separacion de la madre.
Desparasitacion,2018-05-05 14:19,Potrero 6 (7654321-12007),Antiparasitario programado.
Recria,2018-07-04 11:32,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Primer Celo,2018-09-02 16:19,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2018-09-18 10:55,Potrero 6 (7654321-12007),Segundo celo detectado.
Servicio (IA o natural),2018-10-14 11:17,Potrero 6 (7654321-12007),Servicio exitoso.
Tercer Celo,2018-10-14 14:15,Potrero 6 (7654321-12007),Tercer celo detectado.
Desparasitacion,2018-11-01 11:49,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2018-11-06 16:19,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Seleccion de vientres,2018-12-04 14:18,Manga / potrero,Seleccion de reposicion.
Prenez confirmada,2018-12-13 16:35,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2019-04-30 14:30,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2019-07-24 14:19,Potrero de paricion,Supervision del parto.
Lactancia,2019-07-26 16:28,Potrero 6 (7654321-12007),Lactancia con ternero.
Primer Celo posparto,2019-09-08 07:48,Potrero 6 (7654321-12007),Retorno al celo.
Servicio (IA o natural),2019-09-08 08:31,Potrero 6 (7654321-12007),Servicio exitoso.
Desparasitacion,2019-10-27 07:43,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2019-11-06 07:59,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2019-11-07 06:20,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2020-04-24 10:59,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2020-06-17 14:30,Potrero de paricion,Supervision del parto.
Lactancia,2020-06-19 13:10,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2020-10-21 15:13,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2020-11-05 13:21,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2021-04-19 15:43,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2021-10-16 08:20,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2021-11-05 16:43,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2022-04-14 08:12,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2022-10-11 18:25,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2022-11-05 14:52,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2023-04-09 18:10,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2023-10-06 08:39,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-11-05 08:12,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2024-04-03 16:10,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2024-09-30 11:33,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-11-04 18:06,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2025-03-29 13:41,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2025-09-25 15:50,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-11-04 18:14,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
