Hito [UY428853029],Fecha y Hora,Ubicación,Nota
Primer calostro,2023-03-10 07:26,Corral o potrero,Asegurar calostrado.
Nacimiento,2023-03-10 13:00,Potrero de paricion,Registro del nacimiento.
Colocacion de caravana oficial,2023-03-13 18:35,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2023-03-14 08:55,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2023-03-15 12:01,Manga / campo,Plan sanitario local.
Control de ombligo y signos vitales,2023-03-16 13:47,Instalaciones sanitarias,Revision sanitaria inicial.
Revision general de salud,2023-03-28 08:04,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2023-04-11 14:55,Oficina / app,Cierre de registro.
Vacunacion clostridial,2023-05-09 18:30,Potrero 6 (7654321-12007),Vacunacion clostridial
Marcacion / caravanas,2023-06-05 11:08,Manga / campo,Marcacion y vacunas.
Desparasitacion,2023-06-08 15:58,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-06-08 17:08,Potrero 6 (7654321-12007),Vacunacion clostridial
Lactancia,2023-07-23 12:57,Campo,Permanencia con la madre.
Destete,2023-10-01 17:35,Potrero de destete,Separacion de la madre.
Desparasitacion,2023-12-05 14:05,Potrero 6 (7654321-12007),Antiparasitario programado.
Recria,2024-03-07 17:18,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Seleccion de vientres,2024-04-03 11:57,Manga / potrero,Seleccion de reposicion.
Primer Celo,2024-05-06 11:37,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2024-06-01 15:39,Potrero 6 (7654321-12007),Segundo celo detectado.
Desparasitacion,2024-06-02 08:57,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-06-07 17:11,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Servicio (IA o natural),2024-06-25 06:04,Potrero 6 (7654321-12007),Servicio exitoso.
Tercer Celo,2024-06-25 07:46,Potrero 6 (7654321-12007),Tercer celo detectado.
Prenez confirmada,2024-08-24 17:58,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2024-11-29 06:37,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2025-04-04 11:28,Potrero de paricion,Supervision del parto.
Lactancia,2025-04-06 12:40,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2025-05-28 15:23,Potrero 6 (7654321-12007),Antiparasitario programado.
Servicio (IA o natural),2025-06-04 13:47,Potrero 6 (7654321-12007),Servicio exitoso.
Vacunacion clostridial,2025-06-07 17:49,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2025-08-03 12:18,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2025-11-24 16:41,Potrero 6 (7654321-12007),Antiparasitario programado.
