Hito [UY174648506],Fecha y Hora,Ubicación,Nota
Nacimiento,2023-01-13 12:49,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2023-01-14 10:41,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2023-01-15 07:19,Manga / campo,Identificacion oficial.
Separacion de la madre,2023-01-15 13:17,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2023-01-17 18:27,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2023-01-20 11:42,Manga / campo,Plan sanitario local.
Ingreso al sistema (SNIG),2023-01-20 16:38,Oficina / app,Registro del nacimiento.
Revision general de salud,2023-01-21 11:32,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2023-02-15 13:28,Oficina / app,Cierre de registro.
Guachera (cria artificial),2023-02-20 15:27,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2023-03-14 12:05,Potrero 1 (7654321-12002),Vacunacion clostridial
Destete,2023-03-16 18:27,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2023-04-13 10:53,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2023-04-13 18:30,Potrero 1 (7654321-12002),Vacunacion clostridial
Desparasitacion,2023-10-10 09:33,Potrero 1 (7654321-12002),Antiparasitario programado.
Primer Celo,2023-10-12 11:29,Potrero 1 (7654321-12002),Primer celo detectado.
Recria,2023-10-18 15:11,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Segundo Celo,2023-10-29 16:14,Potrero 1 (7654321-12002),Segundo celo detectado.
Seleccion,2023-11-21 16:27,Manga / campo,Seleccion de reposicion o descarte.
Tercer Celo,2023-11-30 16:43,Potrero 1 (7654321-12002),Tercer celo detectado.
Servicio (IA o natural),2023-11-30 17:09,Potrero 1 (7654321-12002),Servicio exitoso.
Prenez confirmada,2024-01-29 13:33,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2024-04-07 12:18,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2024-04-12 10:09,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Primer servicio (hembras),2024-04-18 06:32,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2024-09-08 16:41,Potrero de maternidad,Supervision del parto.
Inicio ordene,2024-09-09 14:05,Potrero 1 (7654321-12002),Ingreso a rutina.
Lactancia,2024-09-10 10:29,Potrero 1 (7654321-12002),Inicio de lactancia.
Desparasitacion,2024-10-04 15:03,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2025-04-02 14:04,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2025-04-12 08:43,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2025-09-29 06:32,Potrero 1 (7654321-12002),Antiparasitario programado.
