Hito [UY153407200],Fecha y Hora,Ubicación,Nota
Nacimiento,2018-04-11 10:42,Potrero de paricion,Registro del nacimiento.
Primer calostro,2018-04-12 10:23,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2018-04-14 10:45,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2018-04-15 06:52,Manga / campo,Identificacion oficial.
Lactancia,2018-04-16 08:26,Campo,Permanencia con la madre.
Revision general de salud,2018-04-19 10:43,Campo / instalaciones,Chequeo clinico.
Ingreso al sistema (SNIG),2018-04-19 14:49,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2018-04-26 15:30,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2018-05-19 17:40,Oficina / app,Cierre de registro.
Vacunacion clostridial,2018-06-10 18:50,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2018-07-10 08:19,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2018-07-10 11:18,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2018-08-03 09:42,Manga / campo,Marcacion y vacunas.
Destete,2018-10-17 11:31,Potrero de destete,Separacion de la madre.
Recria,2018-12-22 09:36,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2019-01-06 13:18,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2019-07-05 07:51,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2019-07-10 07:00,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Primer Celo,2019-08-09 09:47,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2019-08-27 07:12,Potrero 5 (7654321-12006),Segundo celo detectado.
Servicio (IA o natural),2019-09-18 07:17,Potrero 5 (7654321-12006),Servicio exitoso.
Tercer Celo,2019-09-18 12:40,Potrero 5 (7654321-12006),Tercer celo detectado.
Seleccion de vientres,2019-10-01 12:23,Manga / potrero,Seleccion de reposicion.
Prenez confirmada,2019-11-17 16:43,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2020-01-01 10:00,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2020-06-27 14:57,Potrero de paricion,Supervision del parto.
Desparasitacion,2020-06-29 13:02,Potrero 5 (7654321-12006),Antiparasitario programado.
Lactancia,2020-06-29 13:56,Potrero 5 (7654321-12006),Lactancia con ternero.
Vacunacion clostridial,2020-07-09 13:59,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Servicio (IA o natural),2020-09-04 10:58,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2020-09-04 14:11,Potrero 5 (7654321-12006),Retorno al celo.
Prenez confirmada,2020-11-03 16:22,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2020-12-26 09:18,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2021-06-14 11:25,Potrero de paricion,Supervision del parto.
Lactancia,2021-06-16 15:26,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2021-06-24 15:07,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-07-09 16:09,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Servicio (IA o natural),2021-08-14 09:02,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2021-08-14 10:19,Potrero 5 (7654321-12006),Retorno al celo.
Prenez confirmada,2021-10-13 15:33,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2021-12-21 06:31,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2022-05-24 17:21,Potrero de paricion,Supervision del parto.
Lactancia,2022-05-26 15:07,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2022-06-19 10:00,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-07-09 13:43,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Servicio (IA o natural),2022-07-19 12:50,Potrero 5 (7654321-12006),Servicio exitoso.
Prenez confirmada,2022-09-17 13:36,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2022-12-16 12:22,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2023-06-14 16:53,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-07-09 08:33,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2023-12-11 06:03,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2024-06-08 10:08,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-07-08 10:39,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-12-05 11:56,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-06-03 10:50,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-07-08 14:42,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-11-30 14:42,Potrero 5 (7654321-12006),Antiparasitario programado.
