Hito [UY406448196],Fecha y Hora,Ubicación,Nota
Nacimiento,2021-12-07 13:51,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2021-12-07 15:14,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2021-12-08 06:29,Instalaciones sanitarias,Revision sanitaria inicial.
Separacion de la madre,2021-12-08 06:40,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2021-12-10 09:00,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2021-12-11 17:54,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2021-12-15 18:39,Manga / campo,Plan sanitario local.
Revision general de salud,2021-12-20 12:02,Campo / instalaciones,Chequeo clinico.
Guachera (cria artificial),2021-12-21 17:18,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2022-01-11 11:35,Oficina / app,Cierre de registro.
Vacunacion clostridial,2022-02-05 14:19,Potrero 3 (7654321-12004),Vacunacion clostridial
Destete,2022-02-13 18:04,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2022-03-07 15:43,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2022-03-07 15:46,Potrero 3 (7654321-12004),Vacunacion clostridial
Recria,2022-08-11 10:32,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2022-08-19 18:00,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2022-09-03 11:51,Potrero 3 (7654321-12004),Antiparasitario programado.
Primer Celo,2022-10-26 11:25,Potrero 3 (7654321-12004),Primer celo detectado.
Segundo Celo,2022-11-16 17:36,Potrero 3 (7654321-12004),Segundo celo detectado.
Servicio (IA o natural),2022-12-12 08:12,Potrero 3 (7654321-12004),Servicio exitoso.
Tercer Celo,2022-12-12 15:01,Potrero 3 (7654321-12004),Tercer celo detectado.
Prenez confirmada,2023-02-10 11:53,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2023-03-02 18:22,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2023-03-07 16:20,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Primer servicio (hembras),2023-03-16 16:21,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2023-08-29 07:09,Potrero 3 (7654321-12004),Antiparasitario programado.
Paricion,2023-09-21 11:59,Potrero de maternidad,Supervision del parto.
Inicio ordene,2023-09-22 16:30,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2023-09-23 13:51,Potrero 3 (7654321-12004),Inicio de lactancia.
Primer Celo posparto,2023-11-03 06:41,Potrero 3 (7654321-12004),Retorno al celo.
Servicio (IA o natural),2023-11-03 08:30,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2024-01-02 08:40,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2024-02-25 10:53,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2024-03-06 14:34,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Paricion,2024-08-12 13:57,Potrero de maternidad,Supervision del parto.
Inicio ordene,2024-08-13 14:57,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2024-08-14 11:29,Potrero 3 (7654321-12004),Inicio de lactancia.
Desparasitacion,2024-08-23 06:21,Potrero 3 (7654321-12004),Antiparasitario programado.
Servicio (IA o natural),2024-10-10 18:52,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2024-12-09 12:59,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2025-02-19 12:40,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2025-03-06 06:13,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Secado,2025-05-21 17:03,Potrero 3 (7654321-12004),Inicio de periodo seco.
Desparasitacion,2025-08-18 14:53,Potrero 3 (7654321-12004),Antiparasitario programado.
