Hito [UY819795579],Fecha y Hora,Ubicación,Nota
Nacimiento,2024-03-18 16:55,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2024-03-18 17:46,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2024-03-20 06:02,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2024-03-20 18:31,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2024-03-22 11:02,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2024-03-24 07:16,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2024-03-28 09:02,Manga / campo,Plan sanitario local.
Revision general de salud,2024-04-04 09:33,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2024-04-22 12:30,Oficina / app,Cierre de registro.
Guachera (cria artificial),2024-04-30 11:06,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2024-05-17 15:00,Potrero 4 (7654321-12005),Vacunacion clostridial
Destete,2024-05-25 17:16,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2024-06-16 08:14,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2024-06-16 14:56,Potrero 4 (7654321-12005),Vacunacion clostridial
Recria,2024-09-13 12:41,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2024-12-13 07:32,Potrero 4 (7654321-12005),Antiparasitario programado.
Seleccion,2024-12-26 11:37,Manga / campo,Seleccion de reposicion o descarte.
Primer Celo,2025-02-14 10:24,Potrero 4 (7654321-12005),Primer celo detectado.
Segundo Celo,2025-03-06 09:33,Potrero 4 (7654321-12005),Segundo celo detectado.
Servicio (IA o natural),2025-03-29 11:31,Potrero 4 (7654321-12005),Servicio exitoso.
Tercer Celo,2025-03-29 12:22,Potrero 4 (7654321-12005),Tercer celo detectado.
Prenez confirmada,2025-05-28 18:30,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2025-06-11 16:17,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2025-06-16 08:28,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Primer servicio (hembras),2025-09-02 07:33,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2025-12-08 09:09,Potrero 4 (7654321-12005),Antiparasitario programado.
