Hito [UY598020238],Fecha y Hora,Ubicación,Nota
Nacimiento,2024-11-01 12:27,Potrero de paricion,Registro del nacimiento.
Primer calostro,2024-11-01 18:58,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2024-11-03 14:46,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2024-11-04 15:34,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2024-11-06 10:24,Oficina / app,Registro del nacimiento.
Revision general de salud,2024-11-12 12:35,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2024-11-13 10:29,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2024-12-10 13:04,Oficina / app,Cierre de registro.
Vacunacion clostridial,2024-12-31 10:41,Potrero 6 (7654321-12007),Vacunacion clostridial
Lactancia,2025-01-25 08:45,Campo,Permanencia con la madre.
Marcacion / caravanas,2025-01-30 09:09,Manga / campo,Marcacion y vacunas.
Desparasitacion,2025-01-30 12:56,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-01-30 15:04,Potrero 6 (7654321-12007),Vacunacion clostridial
Destete,2025-06-27 09:00,Potrero de destete,Separacion de la madre.
Recria,2025-07-02 14:46,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2025-07-29 06:58,Potrero 6 (7654321-12007),Antiparasitario programado.
Primer Celo,2025-11-09 12:59,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2025-12-02 12:25,Potrero 6 (7654321-12007),Segundo celo detectado.
Seleccion de vientres,2025-12-12 11:31,Manga / potrero,Seleccion de reposicion.
Servicio (IA o natural),2025-12-24 12:31,Potrero 6 (7654321-12007),Servicio exitoso.
Tercer Celo,2025-12-24 17:23,Potrero 6 (7654321-12007),Tercer celo detectado.
