Hito [UY814763202],Fecha y Hora,Ubicación,Nota
Primer calostro,2017-10-02 16:57,Corral o potrero,Asegurar calostrado.
Nacimiento,2017-10-02 18:35,Potrero / corral de maternidad,Registro del nacimiento.
Separacion de la madre,2017-10-03 13:56,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2017-10-04 11:14,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2017-10-05 16:05,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2017-10-09 12:50,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2017-10-12 11:16,Manga / campo,Plan sanitario local.
Guachera (cria artificial),2017-10-16 14:07,Guachera,Cria artificial y control sanitario.
Revision general de salud,2017-10-18 10:29,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2017-11-02 13:03,Oficina / app,Cierre de registro.
Vacunacion clostridial,2017-12-01 09:44,Potrero 4 (7654321-12005),Vacunacion clostridial
Destete,2017-12-13 14:19,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2017-12-31 11:19,Potrero 4 (7654321-12005),Vacunacion clostridial
Desparasitacion,2017-12-31 15:33,Potrero 4 (7654321-12005),Antiparasitario programado.
Seleccion,2018-03-18 08:12,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2018-06-29 11:27,Potrero 4 (7654321-12005),Antiparasitario programado.
Recria,2018-07-30 06:55,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Primer Celo,2018-10-06 13:09,Potrero 4 (7654321-12005),Primer celo detectado.
Segundo Celo,2018-10-28 11:55,Potrero 4 (7654321-12005),Segundo celo detectado.
Tercer Celo,2018-11-15 17:11,Potrero 4 (7654321-12005),Tercer celo detectado.
Servicio (IA o natural),2018-11-15 18:05,Potrero 4 (7654321-12005),Servicio exitoso.
Desparasitacion,2018-12-26 16:08,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2018-12-31 08:06,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Prenez confirmada,2019-01-14 13:21,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Primer servicio (hembras),2019-02-07 12:36,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2019-06-24 11:57,Potrero 4 (7654321-12005),Antiparasitario programado.
Paricion,2019-08-25 16:11,Potrero de maternidad,Supervision del parto.
Inicio ordene,2019-08-26 11:40,Potrero 4 (7654321-12005),Ingreso a rutina.
Lactancia,2019-08-27 06:00,Potrero 4 (7654321-12005),Inicio de lactancia.
Servicio (IA o natural),2019-10-14 09:48,Potrero 4 (7654321-12005),Servicio exitoso.
Primer Celo posparto,2019-10-14 13:17,Potrero 4 (7654321-12005),Retorno al celo.
Prenez confirmada,2019-12-13 18:10,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2019-12-21 13:22,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2019-12-31 12:32,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2020-06-18 18:12,Potrero 4 (7654321-12005),Antiparasitario programado.
