Hito [UY496348124],Fecha y Hora,Ubicación,Nota
Nacimiento,2017-05-26 10:19,Potrero de paricion,Registro del nacimiento.
Primer calostro,2017-05-27 09:45,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2017-05-31 08:54,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2017-06-02 06:49,Oficina / app,Registro del nacimiento.
Control de ombligo y signos vitales,2017-06-02 17:47,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2017-06-04 10:52,Manga / campo,Plan sanitario local.
Revision general de salud,2017-06-07 18:25,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2017-07-01 15:48,Oficina / app,Cierre de registro.
Vacunacion clostridial,2017-07-25 13:06,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2017-08-24 07:58,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2017-08-24 11:36,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2017-09-04 14:48,Manga / campo,Marcacion y vacunas.
Lactancia,2017-11-09 06:30,Campo,Permanencia con la madre.
Destete,2018-01-21 08:55,Potrero de destete,Separacion de la madre.
Desparasitacion,2018-02-20 12:18,Potrero 5 (7654321-12006),Antiparasitario programado.
Seleccion de vientres,2018-07-13 13:14,Manga / potrero,Seleccion de reposicion.
Recria,2018-08-12 09:14,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2018-08-19 09:14,Potrero 5 (7654321-12006),Antiparasitario programado.
Primer Celo,2018-08-23 14:37,Potrero 5 (7654321-12006),Primer celo detectado.
Vacunacion clostridial,2018-08-24 13:40,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Segundo Celo,2018-09-19 18:35,Potrero 5 (7654321-12006),Segundo celo detectado.
Servicio (IA o natural),2018-10-11 17:52,Potrero 5 (7654321-12006),Servicio exitoso.
Tercer Celo,2018-10-11 18:29,Potrero 5 (7654321-12006),Tercer celo detectado.
