Hito [UY381469012],Fecha y Hora,Ubicación,Nota
Nacimiento,2019-10-13 15:23,Potrero / corral de maternidad,Registro del nacimiento.
Separacion de la madre,2019-10-14 07:19,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2019-10-14 08:08,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2019-10-14 09:07,Instalaciones sanitarias,Revision sanitaria inicial.
Primer calostro,2019-10-14 18:19,Corral o potrero,Asegurar calostrado.
Ingreso al sistema (SNIG),2019-10-16 17:12,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2019-10-18 09:30,Manga / campo,Plan sanitario local.
Revision general de salud,2019-10-30 08:41,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2019-11-15 12:53,Oficina / app,Cierre de registro.
Guachera (cria artificial),2019-12-03 13:09,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2019-12-12 06:31,Tambo Antonina (7654321-12001),Vacunacion clostridial
Destete,2019-12-27 12:01,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2020-01-11 12:31,Tambo Antonina (7654321-12001),Vacunacion clostridial
Desparasitacion,2020-01-11 14:01,Tambo Antonina (7654321-12001),Antiparasitario programado.
Recria,2020-03-10 08:57,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2020-03-29 17:44,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2020-07-09 12:36,Tambo Antonina (7654321-12001),Antiparasitario programado.
Primer Celo,2020-07-28 06:55,Tambo Antonina (7654321-12001),Primer celo detectado.
Segundo Celo,2020-08-18 13:37,Tambo Antonina (7654321-12001),Segundo celo detectado.
Tercer Celo,2020-09-12 09:12,Tambo Antonina (7654321-12001),Tercer celo detectado.
Servicio (IA o natural),2020-09-12 10:36,Tambo Antonina (7654321-12001),Servicio exitoso.
Prenez confirmada,2020-11-11 12:03,Tambo Antonina (7654321-12001),Diagnostico de gestacion.
Desparasitacion,2021-01-05 11:35,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2021-01-10 14:37,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Primer servicio (hembras),2021-03-02 13:30,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2021-06-22 11:00,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-06-23 07:40,Tambo Antonina (7654321-12001),Ingreso a rutina.
Lactancia,2021-06-24 17:27,Tambo Antonina (7654321-12001),Inicio de lactancia.
Desparasitacion,2021-07-04 07:17,Tambo Antonina (7654321-12001),Antiparasitario programado.
Servicio (IA o natural),2021-08-13 12:54,Tambo Antonina (7654321-12001),Servicio exitoso.
Prenez confirmada,2021-10-12 13:47,Tambo Antonina (7654321-12001),Diagnostico de gestacion.
Desparasitacion,2021-12-31 16:26,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2022-01-10 17:39,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2022-06-29 13:07,Tambo Antonina (7654321-12001),Antiparasitario programado.
Desparasitacion,2022-12-26 13:39,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2023-01-10 16:57,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2023-06-24 16:22,Tambo Antonina (7654321-12001),Antiparasitario programado.
Desparasitacion,2023-12-21 13:44,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2024-01-10 13:14,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2024-06-18 12:01,Tambo Antonina (7654321-12001),Antiparasitario programado.
Desparasitacion,2024-12-15 08:18,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2025-01-09 17:03,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2025-06-13 17:12,Tambo Antonina (7654321-12001),Antiparasitario programado.
Diagnostico de enfermedad,2025-12-05 15:46,Manga Larga,Cojera (pododermatitis)
Tratamiento en curso,2025-12-06 14:18,Manga Larga,Confinamiento en manga.
Desparasitacion,2025-12-10 13:22,Tambo Antonina (7654321-12001),Antiparasitario programado.
