Hito [UY695822698],Fecha y Hora,Ubicación,Nota
Nacimiento,2022-10-01 13:42,Potrero de paricion,Registro del nacimiento.
Primer calostro,2022-10-02 08:55,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2022-10-04 07:51,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2022-10-06 16:39,Instalaciones sanitarias,Revision sanitaria inicial.
Revision general de salud,2022-10-08 16:56,Campo / instalaciones,Chequeo clinico.
Ingreso al sistema (SNIG),2022-10-10 12:14,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2022-10-12 11:34,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2022-11-07 17:17,Oficina / app,Cierre de registro.
Vacunacion clostridial,2022-11-30 16:59,Potrero 6 (7654321-12007),Vacunacion clostridial
Marcacion / caravanas,2022-12-10 17:01,Manga / campo,Marcacion y vacunas.
Desparasitacion,2022-12-30 09:53,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2022-12-30 14:11,Potrero 6 (7654321-12007),Vacunacion clostridial
Lactancia,2023-03-15 07:55,Campo,Permanencia con la madre.
Destete,2023-05-05 16:50,Potrero de destete,Separacion de la madre.
Desparasitacion,2023-06-28 17:53,Potrero 6 (7654321-12007),Antiparasitario programado.
Seleccion de vientres,2023-10-27 16:35,Manga / potrero,Seleccion de reposicion.
Primer Celo,2023-10-28 07:12,Potrero 6 (7654321-12007),Primer celo detectado.
Recria,2023-11-03 14:41,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Segundo Celo,2023-11-18 15:34,Potrero 6 (7654321-12007),Segundo celo detectado.
Servicio (IA o natural),2023-12-11 06:36,Potrero 6 (7654321-12007),Servicio exitoso.
Tercer Celo,2023-12-11 15:48,Potrero 6 (7654321-12007),Tercer celo detectado.
Desparasitacion,2023-12-25 15:28,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-12-30 06:17,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2024-02-09 14:12,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2024-06-22 07:51,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2024-09-19 18:30,Potrero de paricion,Supervision del parto.
Posparto,2024-09-21 06:07,Potrero 6 (7654321-12007),Periodo posparto.
Lactancia,2024-09-21 14:57,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2024-12-19 14:38,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-12-29 18:13,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2025-06-17 11:25,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2025-12-14 15:02,Potrero 6 (7654321-12007),Antiparasitario programado.
