Hito [UY262863730],Fecha y Hora,Ubicación,Nota
Primer calostro,2018-08-08 06:23,Corral o potrero,Asegurar calostrado.
Nacimiento,2018-08-08 09:25,Potrero de paricion,Registro del nacimiento.
Colocacion de caravana oficial,2018-08-09 07:22,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2018-08-09 14:07,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2018-08-13 10:28,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2018-08-16 16:37,Manga / campo,Plan sanitario local.
Revision general de salud,2018-08-27 11:02,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2018-09-07 09:12,Oficina / app,Cierre de registro.
Vacunacion clostridial,2018-10-07 09:54,Potrero 5 (7654321-12006),Vacunacion clostridial
Lactancia,2018-10-19 08:14,Campo,Permanencia con la madre.
Vacunacion clostridial,2018-11-06 14:18,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2018-11-06 17:05,Potrero 5 (7654321-12006),Antiparasitario programado.
Marcacion / caravanas,2018-12-02 10:46,Manga / campo,Marcacion y vacunas.
Destete,2019-02-15 11:54,Potrero de destete,Separacion de la madre.
Desparasitacion,2019-05-05 18:30,Potrero 5 (7654321-12006),Antiparasitario programado.
Seleccion de vientres,2019-09-22 06:11,Manga / potrero,Seleccion de reposicion.
Primer Celo,2019-10-08 10:58,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2019-11-01 07:01,Potrero 5 (7654321-12006),Segundo celo detectado.
Desparasitacion,2019-11-01 18:42,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2019-11-06 18:09,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Servicio (IA o natural),2019-11-21 12:41,Potrero 5 (7654321-12006),Servicio exitoso.
Tercer Celo,2019-11-21 16:08,Potrero 5 (7654321-12006),Tercer celo detectado.
Recria,2020-01-13 09:11,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Prenez confirmada,2020-01-20 18:56,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2020-04-29 15:04,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2020-08-30 07:21,Potrero de paricion,Supervision del parto.
Lactancia,2020-09-01 09:19,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2020-10-23 11:51,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2020-10-23 13:15,Potrero 5 (7654321-12006),Retorno al celo.
Desparasitacion,2020-10-26 08:32,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2020-11-05 11:15,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2020-12-22 11:42,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2021-04-24 12:48,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2021-08-02 08:33,Potrero de paricion,Supervision del parto.
Lactancia,2021-08-04 18:39,Potrero 5 (7654321-12006),Lactancia con ternero.
Primer Celo posparto,2021-10-12 12:56,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2021-10-12 17:04,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2021-10-21 16:48,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-11-05 06:40,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2021-12-11 07:09,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2022-04-19 14:23,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2022-07-22 08:50,Potrero de paricion,Supervision del parto.
Lactancia,2022-07-24 09:12,Potrero 5 (7654321-12006),Lactancia con ternero.
Primer Celo posparto,2022-09-11 14:24,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2022-09-11 17:23,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2022-10-16 13:33,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-11-05 18:17,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2022-11-10 11:38,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2023-04-14 13:11,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2023-06-21 12:40,Potrero de paricion,Supervision del parto.
Lactancia,2023-06-23 09:58,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2023-08-31 06:48,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2023-10-11 11:45,Potrero 5 (7654321-12006),Antiparasitario programado.
Prenez confirmada,2023-10-30 15:37,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Vacunacion clostridial,2023-11-05 08:54,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-04-08 11:33,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2024-10-05 17:30,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-11-04 14:37,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-04-03 17:31,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-09-30 13:17,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-11-04 13:13,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
