Hito [UY231191390],Fecha y Hora,Ubicación,Nota
Primer calostro,2017-03-19 07:18,Corral o potrero,Asegurar calostrado.
Nacimiento,2017-03-19 08:42,Potrero / corral de maternidad,Registro del nacimiento.
Guachera (cria artificial),2017-03-21 11:15,Guachera,Cria artificial y control sanitario.
Control de ombligo y signos vitales,2017-03-21 11:31,Instalaciones sanitarias,Revision sanitaria inicial.
Separacion de la madre,2017-03-21 12:10,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2017-03-24 07:57,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2017-03-29 11:39,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2017-04-03 10:44,Manga / campo,Plan sanitario local.
Revision general de salud,2017-04-04 08:36,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2017-04-27 11:51,Oficina / app,Cierre de registro.
Vacunacion clostridial,2017-05-18 10:46,Potrero 1 (7654321-12002),Vacunacion clostridial
Destete,2017-05-25 17:47,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2017-06-17 10:34,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2017-06-17 16:04,Potrero 1 (7654321-12002),Vacunacion clostridial
Desparasitacion,2017-12-14 14:30,Potrero 1 (7654321-12002),Antiparasitario programado.
Seleccion,2017-12-18 08:43,Manga / campo,Seleccion de reposicion o descarte.
Recria,2018-01-26 10:53,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Primer Celo,2018-04-03 13:22,Potrero 1 (7654321-12002),Primer celo detectado.
Segundo Celo,2018-04-28 18:19,Potrero 1 (7654321-12002),Segundo celo detectado.
Servicio (IA o natural),2018-05-29 07:11,Potrero 1 (7654321-12002),Servicio exitoso.
Tercer Celo,2018-05-29 13:35,Potrero 1 (7654321-12002),Tercer celo detectado.
Desparasitacion,2018-06-12 16:49,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2018-06-17 17:04,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Primer servicio (hembras),2018-07-24 13:29,Campo / brete / veterinario,Inicio de vida reproductiva.
Prenez confirmada,2018-07-28 16:38,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2018-12-09 08:23,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2019-06-07 12:14,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2019-06-17 06:54,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2019-12-04 18:37,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2020-06-01 17:54,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2020-06-16 14:40,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2020-11-28 10:08,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2021-05-27 13:32,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2021-06-16 06:52,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2021-11-23 14:05,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2022-05-22 12:23,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2022-06-16 15:37,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2022-11-18 14:00,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2023-05-17 16:15,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2023-06-16 12:49,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2023-11-13 18:39,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2024-05-11 16:10,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2024-06-15 15:13,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2024-11-07 18:32,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2025-05-06 08:28,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2025-06-15 06:35,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2025-11-02 08:11,Potrero 1 (7654321-12002),Antiparasitario programado.
Celo detectado,2025-11-30 07:53,Potrero 1 (7654321-12002),En espera de servicio.
Diagnostico de enfermedad,2025-12-15 08:57,Manga Potrero 1,Hipocalcemia (fiebre de leche)
Tratamiento en curso,2025-12-16 14:12,Manga Potrero 1,Confinamiento en manga.
