Hito [UY074684276],Fecha y Hora,Ubicación,Nota
Primer calostro,2024-01-22 11:23,Corral o potrero,Asegurar calostrado.
Nacimiento,2024-01-22 13:39,Potrero / corral de maternidad,Registro del nacimiento.
Separacion de la madre,2024-01-23 11:22,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2024-01-24 16:35,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2024-01-28 07:35,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2024-01-28 08:21,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2024-01-30 14:07,Manga / campo,Plan sanitario local.
Revision general de salud,2024-02-08 13:47,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2024-03-01 17:13,Oficina / app,Cierre de registro.
Guachera (cria artificial),2024-03-21 10:32,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2024-03-22 18:43,Potrero 1 (7654321-12002),Vacunacion clostridial
Destete,2024-04-04 10:03,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2024-04-21 13:05,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2024-04-21 17:51,Potrero 1 (7654321-12002),Vacunacion clostridial
Recria,2024-05-23 11:22,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2024-10-18 07:25,Potrero 1 (7654321-12002),Antiparasitario programado.
Seleccion,2024-12-08 13:32,Manga / campo,Seleccion de reposicion o descarte.
Primer Celo,2024-12-28 17:34,Potrero 1 (7654321-12002),Primer celo detectado.
Segundo Celo,2025-01-14 16:52,Potrero 1 (7654321-12002),Segundo celo detectado.
Servicio (IA o natural),2025-02-05 10:28,Potrero 1 (7654321-12002),Servicio exitoso.
Tercer Celo,2025-02-05 14:57,Potrero 1 (7654321-12002),Tercer celo detectado.
Prenez confirmada,2025-04-06 15:23,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2025-04-16 08:18,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2025-04-21 07:12,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Primer servicio (hembras),2025-06-22 07:30,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2025-10-13 07:06,Potrero 1 (7654321-12002),Antiparasitario programado.
