Hito [UY249957310],Fecha y Hora,Ubicación,Nota
Nacimiento,2019-08-21 14:34,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2019-08-21 18:02,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2019-08-23 12:08,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2019-08-25 07:24,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2019-08-25 11:54,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2019-08-26 06:11,Manga / campo,Plan sanitario local.
Ingreso al sistema (SNIG),2019-08-30 13:29,Oficina / app,Registro del nacimiento.
Revision general de salud,2019-09-05 16:55,Campo / instalaciones,Chequeo clinico.
Guachera (cria artificial),2019-09-11 17:24,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2019-09-24 17:10,Oficina / app,Cierre de registro.
Vacunacion clostridial,2019-10-20 11:03,Potrero 1 (7654321-12002),Vacunacion clostridial
Destete,2019-11-04 18:07,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2019-11-19 06:34,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2019-11-19 16:15,Potrero 1 (7654321-12002),Vacunacion clostridial
Desparasitacion,2020-05-17 11:02,Potrero 1 (7654321-12002),Antiparasitario programado.
Primer Celo,2020-07-02 12:16,Potrero 1 (7654321-12002),Primer celo detectado.
Seleccion,2020-07-16 13:35,Manga / campo,Seleccion de reposicion o descarte.
Segundo Celo,2020-07-26 13:37,Potrero 1 (7654321-12002),Segundo celo detectado.
Recria,2020-07-27 16:35,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Tercer Celo,2020-08-10 12:39,Potrero 1 (7654321-12002),Tercer celo detectado.
Servicio (IA o natural),2020-08-10 16:22,Potrero 1 (7654321-12002),Servicio exitoso.
Prenez confirmada,2020-10-09 18:18,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2020-11-13 13:42,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2020-11-18 09:15,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Primer servicio (hembras),2020-12-03 14:03,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2021-05-12 12:36,Potrero 1 (7654321-12002),Antiparasitario programado.
Paricion,2021-05-20 11:03,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-05-21 06:37,Potrero 1 (7654321-12002),Ingreso a rutina.
Lactancia,2021-05-22 06:08,Potrero 1 (7654321-12002),Inicio de lactancia.
Primer Celo posparto,2021-07-14 11:22,Potrero 1 (7654321-12002),Retorno al celo.
Servicio (IA o natural),2021-07-14 18:47,Potrero 1 (7654321-12002),Servicio exitoso.
Prenez confirmada,2021-09-12 15:01,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2021-11-08 14:57,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2021-11-18 16:19,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Paricion,2022-04-23 18:57,Potrero de maternidad,Supervision del parto.
Inicio ordene,2022-04-24 16:21,Potrero 1 (7654321-12002),Ingreso a rutina.
Lactancia,2022-04-25 12:06,Potrero 1 (7654321-12002),Inicio de lactancia.
Desparasitacion,2022-05-07 12:17,Potrero 1 (7654321-12002),Antiparasitario programado.
Servicio (IA o natural),2022-06-08 12:22,Potrero 1 (7654321-12002),Servicio exitoso.
Prenez confirmada,2022-08-07 11:26,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2022-11-03 06:44,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2022-11-18 15:05,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2023-05-02 13:37,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2023-10-29 06:20,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2023-11-18 17:04,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2024-04-26 12:36,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2024-10-23 12:20,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2024-11-17 10:07,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2025-04-21 15:06,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2025-10-18 18:31,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2025-11-17 11:10,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
