Hito [UY235809993],Fecha y Hora,Ubicación,Nota
Nacimiento,2019-08-02 07:24,Potrero de paricion,Registro del nacimiento.
Primer calostro,2019-08-02 09:48,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2019-08-06 10:49,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2019-08-09 17:22,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2019-08-12 16:44,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2019-08-12 17:03,Manga / campo,Plan sanitario local.
Revision general de salud,2019-08-19 12:59,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2019-09-07 17:15,Oficina / app,Cierre de registro.
Vacunacion clostridial,2019-10-01 10:46,Potrero 5 (7654321-12006),Vacunacion clostridial
Lactancia,2019-10-03 13:02,Campo,Permanencia con la madre.
Vacunacion clostridial,2019-10-31 12:48,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2019-10-31 17:13,Potrero 5 (7654321-12006),Antiparasitario programado.
Marcacion / caravanas,2019-11-28 11:40,Manga / campo,Marcacion y vacunas.
Destete,2020-03-14 16:01,Potrero de destete,Separacion de la madre.
Desparasitacion,2020-04-28 17:25,Potrero 5 (7654321-12006),Antiparasitario programado.
Recria,2020-06-12 10:38,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Primer Celo,2020-09-17 10:15,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2020-10-11 15:37,Potrero 5 (7654321-12006),Segundo celo detectado.
Desparasitacion,2020-10-25 17:19,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2020-10-30 17:55,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Servicio (IA o natural),2020-10-31 08:00,Potrero 5 (7654321-12006),Servicio exitoso.
Tercer Celo,2020-10-31 16:53,Potrero 5 (7654321-12006),Tercer celo detectado.
Seleccion de vientres,2020-11-20 16:09,Manga / potrero,Seleccion de reposicion.
Prenez confirmada,2020-12-30 07:49,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2021-04-23 06:10,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2021-08-10 07:41,Potrero de paricion,Supervision del parto.
Lactancia,2021-08-12 17:58,Potrero 5 (7654321-12006),Lactancia con ternero.
Primer Celo posparto,2021-10-08 12:25,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2021-10-08 17:37,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2021-10-20 13:00,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-10-30 07:06,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2021-12-07 07:33,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2022-04-18 07:04,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2022-07-18 09:56,Potrero de paricion,Supervision del parto.
Lactancia,2022-07-20 12:10,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2022-09-13 12:16,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2022-10-15 18:44,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-10-30 16:36,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2022-11-12 17:19,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2023-04-13 12:33,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2023-10-10 12:41,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-10-30 18:51,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-04-07 10:46,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2024-10-04 12:10,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-10-29 11:52,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-04-02 08:23,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-09-29 08:45,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-10-29 08:17,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Diagnostico de enfermedad,2025-12-07 14:42,Manga Potrero 5,Queratoconjuntivitis infecciosa (pinkeye)
Tratamiento en curso,2025-12-08 12:37,Manga Potrero 5,Confinamiento en manga.
