Hito [UY298471886],Fecha y Hora,Ubicación,Nota
Nacimiento,2023-03-14 15:02,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2023-03-14 17:58,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2023-03-16 10:05,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2023-03-16 10:35,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2023-03-18 10:40,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2023-03-20 14:55,Manga / campo,Plan sanitario local.
Ingreso al sistema (SNIG),2023-03-22 18:43,Oficina / app,Registro del nacimiento.
Revision general de salud,2023-03-24 13:24,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2023-04-13 12:59,Oficina / app,Cierre de registro.
Guachera (cria artificial),2023-05-07 18:15,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2023-05-13 07:22,Potrero 3 (7654321-12004),Vacunacion clostridial
Destete,2023-05-22 09:55,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2023-06-12 11:29,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2023-06-12 12:38,Potrero 3 (7654321-12004),Vacunacion clostridial
Recria,2023-09-02 13:40,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2023-11-21 18:49,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2023-12-09 17:01,Potrero 3 (7654321-12004),Antiparasitario programado.
Primer Celo,2024-02-02 06:17,Potrero 3 (7654321-12004),Primer celo detectado.
Segundo Celo,2024-02-21 07:52,Potrero 3 (7654321-12004),Segundo celo detectado.
Servicio (IA o natural),2024-03-23 13:47,Potrero 3 (7654321-12004),Servicio exitoso.
Tercer Celo,2024-03-23 18:31,Potrero 3 (7654321-12004),Tercer celo detectado.
Prenez confirmada,2024-05-22 12:59,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2024-06-06 18:03,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2024-06-11 17:52,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Primer servicio (hembras),2024-08-27 12:50,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2024-12-03 16:41,Potrero 3 (7654321-12004),Antiparasitario programado.
Paricion,2024-12-31 11:45,Potrero de maternidad,Supervision del parto.
Inicio ordene,2025-01-01 12:56,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2025-01-02 07:52,Potrero 3 (7654321-12004),Inicio de lactancia.
Servicio (IA o natural),2025-02-28 08:44,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2025-04-29 10:32,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2025-06-01 08:40,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2025-06-11 14:47,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2025-11-28 13:50,Potrero 3 (7654321-12004),Antiparasitario programado.
